"가뭄","누적강수량","가조시간","평균기온","저수량","댐","총저수량"
"정상",432.1,11.2,2.4,273.58,"섬진강",466
"정상",347.6,11.2,2.7,52.39,"보령",116.9
"정상",479.9,11.3,5.1,99.47,"장흥",191
"정상",296.2,11.2,3.4,8.99,"보현산",22.11
"정상",296.2,11.2,3.4,42.28,"영천",103.21
"정상",293.2,11.2,0.5,47.57,"횡성",86.9
"정상",325.7,11.3,3.6,163.05,"남강",309.2
"정상",405.6,11.2,6,7.09,"대곡",36.16
"정상",405.6,11.2,6,4.88,"대암",13.14
"정상",405.6,11.2,6,6.76,"사연",30.34
"정상",405.6,11.2,6,1.39,"선암",2.02
"정상",231.1,11.2,4.8,26.42,"김천부항",54.3
"보통습윤",467.3,14.6,17,81.5,"영주",181.1
"보통습윤",430.5,14.6,18.5,57.17,"횡성",86.9
"정상",411,14.4,18.7,7.19,"대곡",36.16
"정상",411,14.4,18.7,3.74,"대암",13.14
"정상",411,14.4,18.7,7.02,"사연",30.34
"정상",411,14.4,18.7,1.45,"선암",2.02
"정상",401.5,14.4,19.8,5.7,"평림",10.26
"정상",280.5,14.5,18.7,22.14,"군위",48.7
"정상",301.3,14.5,18,48.24,"영천",103.21
"정상",301.3,14.5,18,8.09,"보현산",22.11
"정상",648.9,14.4,19,2.8,"연초",5.22
"정상",648.9,14.4,19,6.71,"구천",10.02
"보통습윤",379.9,14.6,18.2,1537.9,"충주",2750
"정상",346.4,14.4,18,359.39,"합천",790
"심한습윤",450.1,14.7,18.7,1582.37,"소양강",2900
"정상",311.5,14.6,19.2,843.57,"대청",1490
"정상",415.7,14.5,21.1,7.13,"대곡",36.16
"정상",415.7,14.5,21.1,3.75,"대암",13.14
"정상",415.7,14.5,21.1,6.99,"사연",30.34
"정상",415.7,14.5,21.1,1.44,"선암",2.02
"보통습윤",431.9,14.6,17.6,57.17,"횡성",86.9
"정상",351.2,14.5,17.7,196.71,"섬진강",466
"정상",331.1,14.5,18.8,31.59,"부안",50.3
"정상",308.1,14.5,17.5,38.43,"보령",116.9
"보통습윤",467.3,14.6,17.7,81,"영주",181.1
"정상",284.3,14.5,21.3,22.12,"군위",48.7
"정상",402.9,14.4,20,5.7,"평림",10.26
"보통습윤",411.5,14.6,19.1,962.24,"안동",1248
"보통습윤",411.5,14.6,19.1,258.23,"임하",595
"정상",430.8,14.4,20.6,122.37,"남강",309.2
"보통습윤",382.5,14.6,17.7,1537.9,"충주",2750
"정상",369.3,14.5,21.6,49.41,"밀양",73.6
"정상",306.3,14.5,20.2,19.46,"김천부항",54.3
"정상",388.9,14.5,16.9,425.11,"용담",815
"정상",651.8,14.4,20.4,6.7,"구천",10.02
"정상",651.8,14.4,20.4,2.78,"연초",5.22
"정상",348.4,14.5,20.7,358.92,"합천",790
"정상",303.8,14.5,19.7,8.08,"보현산",22.11
"정상",303.8,14.5,19.7,48.24,"영천",103.21
"정상",432.4,14.4,19.8,104.97,"장흥",191
"보통습윤",411.5,14.6,20.5,961.31,"안동",1248
"보통습윤",411.5,14.6,20.5,258.38,"임하",595
"보통습윤",382.5,14.6,19.4,1539.26,"충주",2750
"정상",402.9,14.4,20.9,5.68,"평림",10.26
"정상",284.3,14.5,23.1,22.09,"군위",48.7
"보통습윤",431.9,14.7,17.7,57.13,"횡성",86.9
"정상",432.4,14.4,19.5,104.74,"장흥",191
"정상",388.9,14.5,19.1,424.87,"용담",815
"정상",303.8,14.5,21.4,8.06,"보현산",22.11
"정상",303.8,14.5,21.4,48.24,"영천",103.21
"정상",651.8,14.4,19.9,6.67,"구천",10.02
"정상",651.8,14.4,19.9,2.75,"연초",5.22
"정상",369.3,14.5,21.1,49.16,"밀양",73.6
"정상",348.4,14.5,21,357.84,"합천",790
"정상",311.5,14.6,21.5,847.3,"대청",1490
"심한습윤",450.1,14.7,19.9,1582.83,"소양강",2900
"보통습윤",467.3,14.6,18.7,80,"영주",181.1
"약한가뭄",140.7,12.1,8.6,1196.94,"충주",2750
"정상",145.7,12.1,7.8,881.03,"안동",1248
"정상",145.7,12.1,7.8,201.6,"임하",595
"약한가뭄",206.6,12.1,9.7,6.19,"평림",10.26
"정상",141.7,12.1,9.9,22.23,"군위",48.7
"정상",213.1,12.1,8.3,33.56,"부안",50.3
"정상",233.6,12.1,8.6,294.92,"섬진강",466
"약한가뭄",170.6,12.1,7.7,49.35,"보령",116.9
"정상",139.7,12.1,8.9,24.88,"김천부항",54.3
"정상",221.9,12.1,9.7,101.31,"장흥",191
"정상",309.9,12.1,9.8,5.66,"구천",10.02
"정상",309.9,12.1,9.8,3.25,"연초",5.22
"정상",205.4,12.1,10,47.13,"밀양",73.6
"약한가뭄",149.1,12.1,9.5,432.51,"합천",790
"정상",216.7,12.1,10.3,6.5,"대곡",36.16
"정상",216.7,12.1,10.3,3.99,"대암",13.14
"정상",216.7,12.1,10.3,6.06,"사연",30.34
"정상",216.7,12.1,10.3,1.39,"선암",2.02
"정상",161.9,12.1,7.6,88.33,"영주",181.1
"정상",243.2,12.1,8,454.78,"용담",815
"약한가뭄",192.9,12.1,9.7,136.1,"남강",309.2
"약한가뭄",135.1,12.1,8.9,855.88,"대청",1490
"정상",146.5,12.1,8.9,8.59,"보현산",22.11
"정상",146.5,12.1,8.9,40.86,"영천",103.21
"정상",145.7,12.2,6.7,880.14,"안동",1248
"정상",145.7,12.2,6.7,201.35,"임하",595
"약한가뭄",135.1,12.2,6.2,855.88,"대청",1490
"정상",141.7,12.2,8.8,22.16,"군위",48.7
"정상",167,12.2,6.6,48.4,"횡성",86.9
"정상",213.1,12.2,6.5,33.52,"부안",50.3
"정상",233.6,12.2,4.8,294.92,"섬진강",466
"정상",243.2,12.2,3.7,454.28,"용담",815
"정상",146.5,12.2,8.3,8.56,"보현산",22.11
"정상",146.5,12.2,8.3,40.98,"영천",103.21
"정상",309.9,12.2,9.9,5.65,"구천",10.02
"정상",309.9,12.2,9.9,3.24,"연초",5.22
"정상",205.4,12.2,9.6,47.08,"밀양",73.6
"약한가뭄",149.1,12.2,8.8,430.44,"합천",790
"약한가뭄",140.7,12.2,6,1195.24,"충주",2750
"약한가뭄",170.6,12.2,6.2,49.14,"보령",116.9
"약한가뭄",206.6,12.2,6.8,6.18,"평림",10.26
"정상",217.1,12.2,9.7,6.43,"대곡",36.16
"정상",217.1,12.2,9.7,3.84,"대암",13.14
"정상",217.1,12.2,9.7,5.98,"사연",30.34
"정상",217.1,12.2,9.7,1.39,"선암",2.02
"정상",139.7,12.2,8.3,24.78,"김천부항",54.3
"정상",221.9,12.2,6.9,101.53,"장흥",191
"약한가뭄",192.9,12.2,9.1,137.11,"남강",309.2
"정상",161.9,12.2,6.1,88.07,"영주",181.1
"정상",189.2,12.2,7.1,1442.25,"소양강",2900
"정상",233.6,12.2,4.9,294.92,"섬진강",466
"보통습윤",1114.1,9.6,0.5,1530.69,"충주",2750
"심한습윤",1437.4,9.8,0.5,283.75,"섬진강",466
"심한습윤",1275.1,9.8,5.1,35.06,"부안",50.3
"정상",1066.5,9.8,1.9,108.46,"장흥",191
"심한습윤",1614.8,9.7,-0.2,518.67,"용담",815
"심한습윤",1771.1,9.8,4.4,6.97,"구천",10.02
"심한습윤",1771.1,9.8,4.4,3.82,"연초",5.22
"보통습윤",1144.7,9.6,0.8,96.23,"영주",181.1
"보통습윤",1066.8,9.8,5.2,15.78,"대곡",36.16
"보통습윤",1066.8,9.8,5.2,5.65,"대암",13.14
"보통습윤",1066.8,9.8,5.2,8.46,"사연",30.34
"보통습윤",1066.8,9.8,5.2,1.42,"선암",2.02
"정상",1230.5,9.6,-0.7,59.21,"횡성",86.9
"심한습윤",1086.2,9.7,1.3,34.06,"김천부항",54.3
"보통습윤",1266,9.5,-1.2,1735.74,"소양강",2900
"심한습윤",1546.4,9.8,3.9,7.03,"평림",10.26
"정상",967.8,9.7,5.4,67.5,"보령",116.9
"정상",1013,9.8,0.5,52.95,"밀양",73.6
"정상",1230.5,9.6,0.7,59.06,"횡성",86.9
"보통습윤",1114.1,9.6,2.4,1525.62,"충주",2750
"정상",902.3,9.7,4.5,26.5,"군위",48.7
"보통습윤",1066.8,9.8,7.8,15.4,"대곡",36.16
"보통습윤",1066.8,9.8,7.8,5.58,"대암",13.14
"보통습윤",1066.8,9.8,7.8,8.72,"사연",30.34
"보통습윤",1066.8,9.8,7.8,1.42,"선암",2.02
"정상",967.8,9.7,5,67.25,"보령",116.9
"보통습윤",1144.7,9.7,2.3,95.75,"영주",181.1
"보통습윤",1771.1,9.8,7.1,6.94,"구천",10.02
"보통습윤",1771.1,9.8,7.1,3.81,"연초",5.22
"심한습윤",1614.8,9.8,2.2,517.59,"용담",815
"심한습윤",1546.4,9.8,5.1,7.01,"평림",10.26
"정상",1013,9.8,3.8,52.78,"밀양",73.6
"정상",883.4,9.7,3.6,11.28,"보현산",22.11
"정상",883.4,9.7,3.6,56.27,"영천",103.21
"보통습윤",1337,9.8,3.7,518.22,"합천",790
"심한습윤",1275.1,9.7,5.4,34.96,"부안",50.3
"보통습윤",926,9.7,1.8,993.31,"안동",1248
"보통습윤",926,9.7,1.8,246.83,"임하",595
"심한습윤",1437.4,9.8,1.9,283.38,"섬진강",466
"정상",1043.1,9.7,4.2,934.27,"대청",1490
"정상",1066.5,9.8,5.3,108.3,"장흥",191
"보통습윤",1322.9,9.8,4.3,159.26,"남강",309.2
"심한습윤",1086.2,9.7,4,33.92,"김천부항",54.3
"정상",1266,9.5,1.5,1731.79,"소양강",2900
"보통습윤",1219.7,9.5,-2.8,1727.85,"소양강",2900
"심한습윤",1271.4,9.8,1.7,34.94,"부안",50.3
"보통습윤",1104.8,9.6,-2,1519.37,"충주",2750
"정상",1042.4,9.7,1,932.57,"대청",1490
"심한습윤",1537.8,9.8,2.7,6.99,"평림",10.26
"심한습윤",942.3,10.2,7.9,33.56,"부안",50.3
"심한습윤",1055.8,10.2,5.4,275.04,"섬진강",466
"정상",682.3,10.2,8.2,59.87,"보령",116.9
"정상",712.6,10.3,7.1,103.24,"장흥",191
"심한습윤",1220.9,10.2,4.5,483.45,"용담",815
"보통습윤",1012.4,10.1,2.5,53.15,"횡성",86.9
"심한습윤",1081.5,10.1,3.7,1606.99,"소양강",2900
"심한습윤",1195.8,10.3,8.8,6.45,"평림",10.26
"정상",622.7,10.2,8,10.13,"보현산",22.11
"정상",622.7,10.2,8,48.74,"영천",103.21
"정상",570,10.2,8.9,11.04,"대곡",36.16
"정상",570,10.2,8.9,4.73,"대암",13.14
"정상",570,10.2,8.9,7.81,"사연",30.34
"정상",570,10.2,8.9,1.43,"선암",2.02
"정상",814.9,10.2,8.1,484.5,"합천",790
"정상",770.7,10.1,3.6,86.37,"영주",181.1
"정상",713.3,10.2,6.9,30.05,"김천부항",54.3
"정상",653,10.2,8.6,48.64,"밀양",73.6
"정상",1054.5,10.3,9.8,6.18,"구천",10.02
"정상",1054.5,10.3,9.8,3.47,"연초",5.22
"심한습윤",1069.3,10.1,2.6,1603.25,"소양강",2900
"보통습윤",865.4,10.2,3.7,1339.94,"충주",2750
"정상",610.6,10.2,7.4,24.21,"군위",48.7
"심한습윤",1173.9,10.3,8.8,6.43,"평림",10.26
"보통습윤",1004.6,10.1,2.7,52.93,"횡성",86.9
"정상",676.3,10.2,6.8,59.62,"보령",116.9
"정상",704.8,10.3,6.5,103.09,"장흥",191
"정상",606.8,10.2,6.4,10.09,"보현산",22.11
"정상",606.8,10.2,6.4,48.51,"영천",103.21
"심한습윤",1207.4,10.3,4.3,482.42,"용담",815
"정상",1042.9,10.3,9.6,6.16,"구천",10.02
"정상",1042.9,10.3,9.6,3.46,"연초",5.22
"정상",623.5,10.3,8,48.51,"밀양",73.6
"정상",732.8,10.2,2.7,86.17,"영주",181.1
"심한습윤",1036.5,10.3,5.9,275.23,"섬진강",466
"심한습윤",935.8,10.3,6.9,33.56,"부안",50.3
"정상",591.8,10.2,4.3,942.32,"안동",1248
"정상",591.8,10.2,4.3,218.06,"임하",595
"정상",739.9,10.2,8.1,888.49,"대청",1490
"정상",559.5,10.3,8.8,10.96,"대곡",36.16
"정상",559.5,10.3,8.8,4.77,"대암",13.14
"정상",559.5,10.3,8.8,7.72,"사연",30.34
"정상",559.5,10.3,8.8,1.43,"선암",2.02
"정상",804.3,10.3,6.2,483.37,"합천",790
"정상",683,10.2,5.2,29.94,"김천부항",54.3
"정상",765.2,10.3,6.3,159.53,"남강",309.2
"심한습윤",1069.7,10.1,2,1599.53,"소양강",2900
"정상",568.2,10.3,6.7,10.9,"대곡",36.16
"정상",568.2,10.3,6.7,4.77,"대암",13.14
"정상",568.2,10.3,6.7,7.66,"사연",30.34
"정상",568.2,10.3,6.7,1.41,"선암",2.02
"심한습윤",1181,10.3,6.5,6.43,"평림",10.26
"정상",770.3,10.3,4.7,159.8,"남강",309.2
"심한습윤",1005.9,10.1,2,52.75,"횡성",86.9
"심한습윤",1775.1,11.2,15.6,7.84,"평림",10.26
"정상",1175.7,11.2,15.7,22.32,"대곡",36.16
"정상",1175.7,11.2,15.7,3.37,"대암",13.14
"정상",1175.7,11.2,15.7,13.98,"사연",30.34
"정상",1175.7,11.2,15.7,1.29,"선암",2.02
"정상",1250.4,11.1,10.8,1869.12,"충주",2750
"정상",1303.5,11.1,11.3,1988.02,"소양강",2900
"보통습윤",1032.9,11.1,12.2,1082.65,"안동",1248
"보통습윤",1032.9,11.1,12.2,298.11,"임하",595
"정상",1150,11.1,14.4,989.23,"대청",1490
"심한습윤",1559.5,11.1,11.2,291.59,"섬진강",466
"심한습윤",1431.4,11.1,13.6,38.87,"부안",50.3
"정상",1282,11.1,11,112.25,"영주",181.1
"보통습윤",2001.9,11.2,15.9,8.56,"구천",10.02
"보통습윤",2001.9,11.2,15.9,4.34,"연초",5.22
"심한습윤",1770.8,11.1,9.5,582.11,"용담",815
"정상",1292.3,11,11,66.34,"횡성",86.9
"보통습윤",1505.5,11.1,12.3,575.16,"합천",790
"심한습윤",1747.8,11.1,16.2,7.82,"평림",10.26
"정상",1299.7,11.1,11.7,1982.71,"소양강",2900
"심한습윤",1253.6,11.1,12.5,40.72,"김천부항",54.3
"정상",1488.7,11.2,12.8,135.1,"남강",309.2
"정상",1392.7,11.2,12.8,120.79,"장흥",191
"정상",976.9,11.1,12.2,13.74,"보현산",22.11
"정상",976.9,11.1,12.2,68.45,"영천",103.21
"정상",1039.2,11.1,14.7,33.75,"군위",48.7
"정상",1092.9,11.1,14.5,80.6,"보령",116.9
"정상",1149.7,11.1,15.3,22.34,"대곡",36.16
"정상",1149.7,11.1,15.3,3.36,"대암",13.14
"정상",1149.7,11.1,15.3,13.63,"사연",30.34
"정상",1149.7,11.1,15.3,1.3,"선암",2.02
"정상",1237,11.1,11.1,1867.54,"충주",2750
"정상",1092.7,11.1,14,61.01,"밀양",73.6
"정상",1236.8,11.1,11,1865.96,"충주",2750
"정상",1291.8,11,10.1,66.29,"횡성",86.9
"정상",1282,11.1,10.4,112.32,"영주",181.1
"정상",986.5,11.1,12.7,13.71,"보현산",22.11
"정상",986.5,11.1,12.7,68.23,"영천",103.21
"보통습윤",2015.2,11.1,15.8,8.55,"구천",10.02
"보통습윤",2015.2,11.1,15.8,4.32,"연초",5.22
"정상",1299.5,11,10.2,1958.67,"소양강",2900
"정상",1516.3,11.1,13.4,136.36,"남강",309.2
"심한습윤",1758.5,11.1,14.4,7.82,"평림",10.26
"정상",1414.5,11.1,14,120.47,"장흥",191
"심한습윤",1432,11.1,14.7,38.8,"부안",50.3
"보통습윤",1033.6,11.1,11.3,1082.15,"안동",1248
"보통습윤",1033.6,11.1,11.3,296.39,"임하",595
"심한습윤",1563.2,11.1,11.6,291.39,"섬진강",466
"정상",1150,11.1,13.9,988.65,"대청",1490
"정상",1050.7,11.1,13.7,33.69,"군위",48.7
"정상",1103,11.1,13.8,60.91,"밀양",73.6
"정상",1159.9,10,6.7,1735.58,"충주",2750
"정상",1124.2,10.1,8.2,977.34,"대청",1490
"보통습윤",1035.1,10.1,7.1,30.67,"군위",48.7
"정상",1239.4,10,4.7,63.27,"횡성",86.9
"심한습윤",1966.8,10.2,10.5,7.8,"구천",10.02
"심한습윤",1966.8,10.2,10.5,4.05,"연초",5.22
"심한습윤",1766.5,10.1,6.4,553.2,"용담",815
"정상",1122.1,10.2,8.5,57.1,"밀양",73.6
"심한습윤",1225.5,10.1,7.1,37.96,"김천부항",54.3
"심한습윤",1699.7,10.2,10,7.68,"평림",10.26
"정상",971.2,10.1,5.7,12.56,"보현산",22.11
"정상",971.2,10.1,5.7,63.31,"영천",103.21
"보통습윤",996.2,10.1,3.9,1041.55,"안동",1248
"보통습윤",996.2,10.1,3.9,271.22,"임하",595
"심한습윤",1555.1,10.2,6.9,294.73,"섬진강",466
"보통습윤",1432.8,10.2,8.9,150.23,"남강",309.2
"심한습윤",1366,10.1,7.7,36.97,"부안",50.3
"정상",1173.2,10.1,4.6,110.47,"영주",181.1
"정상",1037,10.1,7.3,74.35,"보령",116.9
"정상",1152.5,10.2,8.7,21.41,"대곡",36.16
"정상",1152.5,10.2,8.7,4.23,"대암",13.14
"정상",1152.5,10.2,8.7,8.38,"사연",30.34
"정상",1152.5,10.2,8.7,1.38,"선암",2.02
"보통습윤",1452.7,10.1,7.4,551.48,"합천",790
"정상",1293.1,10.2,9.6,113.95,"장흥",191
"정상",1281.2,10,5.3,1811.4,"소양강",2900
"심한습윤",1369.7,10.1,9,36.92,"부안",50.3
"보통습윤",997.7,10,6.9,1040.57,"안동",1248
"보통습윤",997.7,10,6.9,270.58,"임하",595
"보통습윤",1036.5,10.1,9.2,30.54,"군위",48.7
"보통습윤",1433.8,10.2,9.6,151.01,"남강",309.2
"정상",1044.2,10.1,8,74.17,"보령",116.9
"정상",1295.2,10.2,10.1,113.72,"장흥",191
"심한습윤",1225.8,10.1,8.6,37.84,"김천부항",54.3
"심한습윤",1968.5,10.2,11.1,7.77,"구천",10.02
"심한습윤",1968.5,10.2,11.1,4.05,"연초",5.22
"정상",972.9,10.1,8.6,12.52,"보현산",22.11
"정상",972.9,10.1,8.6,63.06,"영천",103.21
"정상",1123.1,10.1,9.7,56.99,"밀양",73.6
"정상",1176.8,10,6.8,110.24,"영주",181.1
"심한습윤",1701.3,10.2,9.5,7.66,"평림",10.26
"보통습윤",1454,10.1,9.3,550.68,"합천",790
"정상",1153.6,10.1,9.8,21.35,"대곡",36.16
"정상",1153.6,10.1,9.8,4.14,"대암",13.14
"정상",1153.6,10.1,9.8,8.28,"사연",30.34
"정상",1153.6,10.1,9.8,1.43,"선암",2.02
"정상",1163.2,10,6.9,1732.64,"충주",2750
"정상",1128.1,10,7.7,977.92,"대청",1490
"심한습윤",1557.5,10.1,7.1,294.73,"섬진강",466
"정상",1243.8,10,6,63.22,"횡성",86.9
"심한습윤",1768.7,10.1,6.5,552.64,"용담",815
"정상",1283.6,9.9,6.5,1809.37,"소양강",2900
"심한습윤",1557.5,10.1,3.5,294.54,"섬진강",466
"보통습윤",997.7,10,3.1,1040.08,"안동",1248
"보통습윤",997.7,10,3.1,269.3,"임하",595
"정상",965.5,9.7,1.8,67.04,"보령",116.9
"정상",1032.2,9.9,2.2,108.15,"장흥",191
"보통습윤",1322.8,9.8,0.3,517.25,"합천",790
"정상",876.8,9.7,0.4,56.13,"영천",103.21
"정상",876.8,9.7,0.4,11.25,"보현산",22.11
"정상",996.3,9.8,0.8,52.68,"밀양",73.6
"보통습윤",919.3,9.7,-0.7,991.41,"안동",1248
"보통습윤",919.3,9.7,-0.7,246.24,"임하",595
"보통습윤",1056.9,9.8,2.3,15.29,"대곡",36.16
"보통습윤",1056.9,9.8,2.3,5.6,"대암",13.14
"보통습윤",1056.9,9.8,2.3,8.68,"사연",30.34
"보통습윤",1056.9,9.8,2.3,1.44,"선암",2.02
"정상",1194.1,9.6,-3.3,58.97,"횡성",86.9
"보통습윤",1133,9.6,-1,95.33,"영주",181.1
"심한습윤",1080,9.7,1.1,33.8,"김천부항",54.3
"보통습윤",1713.6,9.8,3.2,3.8,"연초",5.22
"보통습윤",1713.6,9.8,3.2,6.92,"구천",10.02
"정상",900,9.7,1.4,26.39,"군위",48.7
"보통습윤",1296,9.8,1.7,159.26,"남강",309.2
"심한습윤",1432.9,9.8,-1,283,"섬진강",466
"심한습윤",1609.5,9.8,-1.9,516.5,"용담",815
"보통습윤",918.2,9.7,-0.7,989.99,"안동",1248
"보통습윤",918.2,9.7,-0.7,245.65,"임하",595
"심한습윤",1537.8,9.8,3.9,6.97,"평림",10.26
"보통습윤",1293.1,9.8,1,159.53,"남강",309.2
"정상",1190.3,9.6,-1.2,58.82,"횡성",86.9
"심한습윤",1270.8,9.8,3.8,34.89,"부안",50.3
"심한습윤",1431.8,9.8,-0.8,282.82,"섬진강",466
"심한습윤",1079.6,9.7,0.4,33.69,"김천부항",54.3
"보통습윤",1680,9.8,3.2,6.89,"구천",10.02
"보통습윤",1680,9.8,3.2,3.8,"연초",5.22
"정상",991.6,9.8,0.4,52.54,"밀양",73.6
"보통습윤",1103.2,9.6,-0.5,1513.8,"충주",2750
"정상",963.3,9.7,3.2,66.78,"보령",116.9
"정상",1031.4,9.8,2,108,"장흥",191
"보통습윤",1321.5,9.8,1.1,516.08,"합천",790
"정상",899.3,9.7,1.7,26.27,"군위",48.7
"보통습윤",1045.2,9.8,3.8,15.17,"대곡",36.16
"보통습윤",1045.2,9.8,3.8,5.63,"대암",13.14
"보통습윤",1045.2,9.8,3.8,8.62,"사연",30.34
"보통습윤",1045.2,9.8,3.8,1.46,"선암",2.02
"정상",1040.6,9.7,1.8,932,"대청",1490
"보통습윤",874.5,9.7,-0.6,11.2,"보현산",22.11
"보통습윤",874.5,9.7,-0.6,55.79,"영천",103.21
"심한습윤",1607.7,9.8,-1.8,515.43,"용담",815
"보통습윤",1131.5,9.7,-0.9,94.92,"영주",181.1
"보통습윤",1213.2,9.6,0,1724.41,"소양강",2900
"심한습윤",1436.1,9.8,1.5,282.44,"섬진강",466
"보통습윤",1040.6,9.7,4,930.3,"대청",1490
"보통습윤",900.6,9.7,2.4,26.16,"군위",48.7
"정상",1190.1,9.6,1.6,58.68,"횡성",86.9
"정상",1039.6,9.9,4.6,107.85,"장흥",191
"심한습윤",1029.3,10.3,4,275.41,"섬진강",466
"정상",732,10.2,4.2,85.91,"영주",181.1
"정상",570.7,10.3,5.6,10.06,"보현산",22.11
"정상",570.7,10.3,5.6,48.29,"영천",103.21
"정상",1058.4,10.3,6.4,6.15,"구천",10.02
"정상",1058.4,10.3,6.4,3.46,"연초",5.22
"정상",800.8,10.3,4.5,482.61,"합천",790
"정상",731.7,10.2,5.7,886.85,"대청",1490
"보통습윤",864,10.2,3.9,1334.69,"충주",2750
"심한습윤",934,10.3,5.8,33.54,"부안",50.3
"심한습윤",1208.3,10.3,3.1,481.64,"용담",815
"정상",716.1,10.3,6.8,103.09,"장흥",191
"정상",607.2,10.3,6.1,24.19,"군위",48.7
"정상",678,10.3,5.4,59.41,"보령",116.9
"정상",629.6,10.3,5.3,48.38,"밀양",73.6
"정상",679.1,10.3,5,29.83,"김천부항",54.3
"정상",576.6,10.2,3.6,941.4,"안동",1248
"정상",576.6,10.2,3.6,217.13,"임하",595
"심한습윤",1022.2,10.3,2.8,275.59,"섬진강",466
"정상",729.3,10.2,3.3,885.75,"대청",1490
"정상",675.2,10.3,4.7,29.72,"김천부항",54.3
"정상",729.9,10.2,2.8,85.72,"영주",181.1
"정상",629.6,10.3,4.9,48.28,"밀양",73.6
"정상",800.5,10.3,4.1,481.67,"합천",790
"심한습윤",1069.6,10.2,1.4,1595.8,"소양강",2900
"심한습윤",1181,10.4,5.1,6.41,"평림",10.26
"심한습윤",1206.1,10.3,1.3,480.87,"용담",815
"정상",1058.4,10.4,5.9,6.13,"구천",10.02
"정상",1058.4,10.4,5.9,3.45,"연초",5.22
"정상",570.5,10.3,4.7,10.03,"보현산",22.11
"정상",570.5,10.3,4.7,48.11,"영천",103.21
"심한습윤",999.1,10.2,0.3,52.58,"횡성",86.9
"정상",607.2,10.3,5.8,24.14,"군위",48.7
"정상",770.3,10.3,4.1,160.07,"남강",309.2
"정상",568.2,10.3,5.6,10.83,"대곡",36.16
"정상",568.2,10.3,5.6,4.76,"대암",13.14
"정상",568.2,10.3,5.6,7.6,"사연",30.34
"정상",568.2,10.3,5.6,1.4,"선암",2.02
"정상",571.1,10.2,3,940.02,"안동",1248
"정상",571.1,10.2,3,216.19,"임하",595
"보통습윤",863,10.2,1.6,1329.39,"충주",2750
"정상",677.3,10.3,2.7,59.19,"보령",116.9
"정상",716.1,10.4,4.6,102.94,"장흥",191
"심한습윤",933.9,10.3,3.4,33.49,"부안",50.3
"보통습윤",856.9,10.3,-2.8,1324.11,"충주",2750
"정상",590.3,10.3,1.2,24.06,"군위",48.7
"정상",728.9,10.4,1.4,160.61,"남강",309.2
"정상",1092.8,11.1,15.3,80.41,"보령",116.9
"정상",1156.3,11.1,15.5,22.36,"대곡",36.16
"정상",1156.3,11.1,15.5,3.39,"대암",13.14
"정상",1156.3,11.1,15.5,13.31,"사연",30.34
"정상",1156.3,11.1,15.5,1.32,"선암",2.02
"보통습윤",1520.5,11.1,12.4,574.74,"합천",790
"심한습윤",1776.3,11.1,11,581.24,"용담",815
"심한습윤",1259,11.1,12.1,40.66,"김천부항",54.3
"정상",1291.8,11,11.3,66.24,"횡성",86.9
"정상",1236.8,11,12.4,1864.38,"충주",2750
"정상",1150,11,13.3,986.9,"대청",1490
"심한습윤",1758.5,11.1,13.7,7.8,"평림",10.26
"정상",1167.4,11.1,14.9,22.4,"대곡",36.16
"정상",1167.4,11.1,14.9,3.49,"대암",13.14
"정상",1167.4,11.1,14.9,13,"사연",30.34
"정상",1167.4,11.1,14.9,1.34,"선암",2.02
"심한습윤",1563.2,11.1,12,290.43,"섬진강",466
"심한습윤",1259,11,14,40.62,"김천부항",54.3
"정상",1414.5,11.1,14.5,120.23,"장흥",191
"정상",1105.4,11.1,15.2,60.8,"밀양",73.6
"심한습윤",1432,11.1,13.6,38.69,"부안",50.3
"정상",1092.8,11,14,80.16,"보령",116.9
"정상",986.5,11.1,14.3,13.66,"보현산",22.11
"정상",986.5,11.1,14.3,67.86,"영천",103.21
"보통습윤",2033,11.1,15.6,8.54,"구천",10.02
"보통습윤",2033,11.1,15.6,4.32,"연초",5.22
"심한습윤",1776.3,11.1,11.3,580.07,"용담",815
"보통습윤",1520.5,11.1,14.2,574.12,"합천",790
"정상",1050.7,11.1,15,33.64,"군위",48.7
"보통습윤",1033.6,11,11.3,1080.64,"안동",1248
"보통습윤",1033.6,11,11.3,295.7,"임하",595
"정상",1282,11,10.9,112.32,"영주",181.1
"정상",1517.1,11.1,14.8,137.61,"남강",309.2
"정상",1299.5,11,12.3,1952.78,"소양강",2900
"정상",1299.5,10.9,7.1,1946.9,"소양강",2900
"보통습윤",1033.6,11,8.9,1078.64,"안동",1248
"보통습윤",1033.6,11,8.9,294.85,"임하",595
"심한습윤",1758.5,11.1,12,7.78,"평림",10.26
"정상",1050.7,11,11.7,33.6,"군위",48.7
"정상",1517.1,11,11.1,138.37,"남강",309.2
"정상",1092.8,11,11.3,79.92,"보령",116.9
"심한습윤",1432,11,12.4,38.61,"부안",50.3
"정상",1105.4,11,10.8,60.67,"밀양",73.6
"정상",1167.4,11,12,22.4,"대곡",36.16
"정상",1167.4,11,12,3.58,"대암",13.14
"정상",1167.4,11,12,12.74,"사연",30.34
"정상",1167.4,11,12,1.34,"선암",2.02
