"가뭄","누적강수량","가조시간","평균기온","저수량","댐"
"정상",804.3,10.1,4.8,74.68,"영천"
"정상",802.4,10.1,1,10.52,"보현산"
"정상",802.4,10.1,1,74.46,"영천"
"정상",778.6,10.1,-0.5,10.5,"보현산"
"정상",778.6,10.1,-0.5,74.29,"영천"
"정상",778.6,10,3.9,10.48,"보현산"
"정상",778.6,10,3.9,74.12,"영천"
"정상",778.6,10,4.6,10.44,"보현산"
"정상",778.6,10,4.6,73.9,"영천"
"정상",778.6,10,5.9,10.42,"보현산"
"정상",778.6,10,5.9,73.73,"영천"
"정상",778.6,10,5.7,10.4,"보현산"
"정상",778.6,10,5.7,73.56,"영천"
"정상",778.6,10,4.2,10.37,"보현산"
"정상",778.6,10,4.2,73.4,"영천"
"정상",771.1,9.9,5.4,10.35,"보현산"
"정상",771.1,9.9,5.4,73.23,"영천"
"정상",771.1,9.9,4.9,10.32,"보현산"
"정상",771.1,9.9,4.9,73.01,"영천"
"정상",771.1,9.9,7,10.29,"보현산"
"정상",771.1,9.9,7,72.84,"영천"
"정상",773.1,9.9,12,10.27,"보현산"
"정상",773.1,9.9,12,72.68,"영천"
"정상",786.1,9.9,12.1,10.26,"보현산"
"정상",786.1,9.9,12.1,72.62,"영천"
"정상",785.1,9.9,6.9,10.24,"보현산"
"정상",785.1,9.9,6.9,72.4,"영천"
"정상",787,9.8,5.3,10.21,"보현산"
"정상",787,9.8,5.3,72.24,"영천"
"정상",787,9.8,-2,10.19,"보현산"
"정상",787,9.8,-2,72.02,"영천"
"정상",787,9.8,-4.3,10.16,"보현산"
"정상",787,9.8,-4.3,71.8,"영천"
"정상",787,9.8,-3.3,10.13,"보현산"
"정상",787,9.8,-3.3,71.63,"영천"
"정상",787,9.8,-2.5,10.11,"보현산"
"정상",787,9.8,-2.5,71.41,"영천"
"정상",790.2,9.8,0.2,10.09,"보현산"
"정상",790.2,9.8,0.2,71.36,"영천"
"정상",773.2,9.8,-0.4,10.07,"보현산"
"정상",773.2,9.8,-0.4,71.14,"영천"
"정상",773.2,9.8,0.1,10.03,"보현산"
"정상",773.2,9.8,0.1,70.92,"영천"
"정상",773.2,9.8,-1.6,10.01,"보현산"
"정상",773.2,9.8,-1.6,70.87,"영천"
"정상",773.2,9.7,-3,9.99,"보현산"
"정상",773.2,9.7,-3,70.87,"영천"
"정상",774.2,9.7,-1.6,9.97,"보현산"
"정상",774.2,9.7,-1.6,70.87,"영천"
"정상",774.2,9.7,1.8,9.94,"보현산"
"정상",774.2,9.7,1.8,70.27,"영천"
"정상",774.2,9.7,2.5,9.91,"보현산"
"정상",774.2,9.7,2.5,70.11,"영천"
"정상",774.2,9.7,3.1,9.89,"보현산"
"정상",774.2,9.7,3.1,69.95,"영천"
"정상",772.7,9.7,2.7,9.87,"보현산"
"정상",772.7,9.7,2.7,69.79,"영천"
"정상",772.7,9.7,3.2,9.85,"보현산"
"정상",772.7,9.7,3.2,69.63,"영천"
"정상",772.7,9.7,5.3,9.82,"보현산"
"정상",772.7,9.7,5.3,69.46,"영천"
"정상",775.7,9.7,6.8,9.8,"보현산"
"정상",775.7,9.7,6.8,69.3,"영천"
"정상",775.7,9.7,0.7,69.14,"영천"
"정상",775.7,9.7,0.7,9.77,"보현산"
"정상",775.7,9.7,0,9.74,"보현산"
"정상",775.7,9.7,0,68.98,"영천"
"정상",775.7,9.7,3.4,9.71,"보현산"
"정상",775.7,9.7,3.4,68.82,"영천"
"정상",775.6,9.7,-3.6,9.68,"보현산"
"정상",775.6,9.7,-3.6,68.55,"영천"
"정상",708.6,9.7,-6.1,9.66,"보현산"
"정상",708.6,9.7,-6.1,68.39,"영천"
"정상",694.6,9.7,-4.5,9.62,"보현산"
"정상",694.6,9.7,-4.5,68.18,"영천"
"정상",694.6,9.8,-4,9.6,"보현산"
"정상",694.6,9.8,-4,68.07,"영천"
"정상",694.6,9.8,-2.4,9.58,"보현산"
"정상",694.6,9.8,-2.4,67.86,"영천"
"정상",691.1,9.8,-1.1,9.54,"보현산"
"정상",691.1,9.8,-1.1,67.65,"영천"
"정상",657.1,9.8,-0.9,9.53,"보현산"
"정상",657.1,9.8,-0.9,67.49,"영천"
"정상",588.1,9.8,-1.1,9.51,"보현산"
"정상",588.1,9.8,-1.1,67.33,"영천"
"정상",561.1,9.8,0,9.49,"보현산"
"정상",561.1,9.8,0,67.12,"영천"
"정상",549.1,9.8,1.3,66.96,"영천"
"정상",549.1,9.8,1.3,9.47,"보현산"
"정상",538.1,9.8,-1.3,9.46,"보현산"
"정상",538.1,9.8,-1.3,66.8,"영천"
"정상",538,9.8,0.7,9.44,"보현산"
"정상",538,9.8,0.7,66.65,"영천"
"정상",538,9.9,1.2,9.41,"보현산"
"정상",538,9.9,1.2,66.44,"영천"
"정상",538,9.9,-1.9,9.4,"보현산"
"정상",538,9.9,-1.9,66.28,"영천"
"정상",535,9.9,2,9.38,"보현산"
"정상",535,9.9,2,66.07,"영천"
"정상",535,9.9,2.6,9.36,"보현산"
"정상",535,9.9,2.6,65.91,"영천"
"정상",818.5,9.7,2.1,9.92,"보현산"
"정상",818.5,9.7,2.1,63.64,"영천"
"정상",818.5,9.7,3.5,9.9,"보현산"
"정상",818.5,9.7,3.5,63.44,"영천"
"정상",820.5,9.7,3.2,9.86,"보현산"
"정상",820.5,9.7,3.2,63.18,"영천"
"정상",743.5,9.7,1.1,9.85,"보현산"
"정상",743.5,9.7,1.1,62.98,"영천"
"정상",676.5,9.7,-0.2,9.82,"보현산"
"정상",676.5,9.7,-0.2,62.83,"영천"
"정상",675.5,9.7,-0.2,9.79,"보현산"
"정상",675.5,9.7,-0.2,62.62,"영천"
"정상",636,9.8,5.3,9.76,"보현산"
"정상",636,9.8,5.3,62.42,"영천"
"정상",636,9.8,-2.7,9.74,"보현산"
"정상",636,9.8,-2.7,62.22,"영천"
"정상",636,9.8,0.2,9.7,"보현산"
"정상",636,9.8,0.2,61.97,"영천"
"정상",636,9.8,3.2,9.68,"보현산"
"정상",636,9.8,3.2,61.76,"영천"
"정상",636,9.8,3.7,9.65,"보현산"
"정상",636,9.8,3.7,61.61,"영천"
"정상",636,9.8,2,9.63,"보현산"
"정상",636,9.8,2,61.41,"영천"
"정상",636,9.8,0.2,9.6,"보현산"
"정상",636,9.8,0.2,61.16,"영천"
"정상",646.5,9.8,1.5,9.59,"보현산"
"정상",646.5,9.8,1.5,61.06,"영천"
"정상",694.5,9.8,8,9.6,"보현산"
"정상",694.5,9.8,8,61.26,"영천"
"정상",694.7,9.9,7.8,9.67,"보현산"
"정상",694.7,9.9,7.8,62.72,"영천"
"정상",694.7,9.9,2.9,9.69,"보현산"
"정상",694.7,9.9,2.9,63.18,"영천"
"정상",694.7,9.9,1,9.69,"보현산"
"정상",694.7,9.9,1,63.33,"영천"
"정상",677.2,9.9,2.8,9.68,"보현산"
"정상",677.2,9.9,2.8,63.39,"영천"
"정상",676.2,9.9,2.6,9.66,"보현산"
"정상",676.2,9.9,2.6,63.39,"영천"
"정상",676.2,9.9,1.7,9.65,"보현산"
"정상",676.2,9.9,1.7,63.33,"영천"
"정상",676.2,10,1.2,9.63,"보현산"
"정상",676.2,10,1.2,63.23,"영천"
"정상",676.2,10,0.5,9.6,"보현산"
"정상",676.2,10,0.5,63.08,"영천"
"정상",675.2,10,-0.8,9.59,"보현산"
"정상",675.2,10,-0.8,62.98,"영천"
"정상",674.2,10,0.1,9.56,"보현산"
"정상",674.2,10,0.1,62.83,"영천"
"보통습윤",674.4,10.1,2.9,9.54,"보현산"
"보통습윤",674.4,10.1,2.9,62.67,"영천"
"보통습윤",668.9,10.1,2.5,9.52,"보현산"
"보통습윤",668.9,10.1,2.5,62.52,"영천"
"정상",666.4,10.1,4.3,9.49,"보현산"
"정상",666.4,10.1,4.3,62.32,"영천"
"정상",605.9,10.1,1.3,9.47,"보현산"
"정상",605.9,10.1,1.3,62.17,"영천"
"정상",597.9,10.1,2.8,9.45,"보현산"
"정상",597.9,10.1,2.8,62.07,"영천"
"정상",605.4,10.2,5,9.43,"보현산"
"정상",605.4,10.2,5,61.92,"영천"
"정상",605.4,10.2,6.1,9.4,"보현산"
"정상",605.4,10.2,6.1,61.71,"영천"
"정상",605.4,10.2,6.3,9.39,"보현산"
"정상",605.4,10.2,6.3,61.56,"영천"
"정상",600.9,10.2,6.1,9.35,"보현산"
"정상",600.9,10.2,6.1,61.36,"영천"
"정상",629.4,10.3,6.5,9.36,"보현산"
"정상",629.4,10.3,6.5,61.92,"영천"
"보통습윤",631.4,10.3,6.9,9.52,"보현산"
"보통습윤",631.4,10.3,6.9,65.34,"영천"
"보통습윤",631.5,10.3,5.4,9.59,"보현산"
"보통습윤",631.5,10.3,5.4,66.49,"영천"
"보통습윤",631.6,10.4,4.9,9.62,"보현산"
"보통습윤",631.6,10.4,4.9,66.8,"영천"
"보통습윤",631.6,10.4,3,9.64,"보현산"
"보통습윤",631.6,10.4,3,67.07,"영천"
"보통습윤",631.6,10.4,2.8,9.64,"보현산"
"보통습윤",631.6,10.4,2.8,67.23,"영천"
"보통습윤",631.6,10.4,2.8,9.64,"보현산"
"보통습윤",631.6,10.4,2.8,67.23,"영천"
"보통습윤",631.6,10.5,3.1,9.63,"보현산"
"보통습윤",631.6,10.5,3.1,67.28,"영천"
"보통습윤",631.6,10.5,1.8,9.62,"보현산"
"보통습윤",631.6,10.5,1.8,67.23,"영천"
"보통습윤",631.6,10.5,-1.4,9.6,"보현산"
"보통습윤",631.6,10.5,-1.4,67.12,"영천"
"보통습윤",631.6,10.6,-2.3,9.59,"보현산"
"보통습윤",631.6,10.6,-2.3,67.02,"영천"
"보통습윤",610.1,10.6,0.5,9.57,"보현산"
"보통습윤",610.1,10.6,0.5,66.91,"영천"
"보통습윤",600.6,10.6,2.7,9.54,"보현산"
"보통습윤",600.6,10.6,2.7,66.75,"영천"
"보통습윤",592.6,10.7,1.2,9.53,"보현산"
"보통습윤",592.6,10.7,1.2,66.65,"영천"
"보통습윤",592.6,10.7,4.7,9.51,"보현산"
"보통습윤",592.6,10.7,4.7,66.49,"영천"
"보통습윤",592.6,10.7,4.6,9.49,"보현산"
"보통습윤",592.6,10.7,4.6,66.38,"영천"
"보통습윤",600.7,10.8,8,9.47,"보현산"
"보통습윤",600.7,10.8,8,66.28,"영천"
"보통습윤",600.7,10.8,10,9.45,"보현산"
"보통습윤",600.7,10.8,10,66.18,"영천"
"보통습윤",600.7,10.8,8.5,9.44,"보현산"
"보통습윤",600.7,10.8,8.5,66.02,"영천"
"보통습윤",600,10.9,10.2,9.42,"보현산"
"보통습윤",600,10.9,10.2,65.91,"영천"
"보통습윤",589.4,10.9,4.5,9.39,"보현산"
"보통습윤",589.4,10.9,4.5,65.76,"영천"
"보통습윤",589.4,11,-1.7,9.37,"보현산"
"보통습윤",589.4,11,-1.7,65.6,"영천"
"심한습윤",589.4,11,-0.6,9.35,"보현산"
"심한습윤",589.4,11,-0.6,65.5,"영천"
"심한습윤",589.4,11,3.4,9.34,"보현산"
"심한습윤",589.4,11,3.4,65.39,"영천"
"심한습윤",589.4,11.1,4.5,9.32,"보현산"
"심한습윤",589.4,11.1,4.5,65.24,"영천"
"심한습윤",589.4,11.1,7.4,9.3,"보현산"
"심한습윤",589.4,11.1,7.4,65.03,"영천"
"보통습윤",575.4,11.1,8.2,9.26,"보현산"
"보통습윤",575.4,11.1,8.2,64.82,"영천"
"보통습윤",490.4,11.2,4,9.25,"보현산"
"보통습윤",490.4,11.2,4,64.77,"영천"
"보통습윤",490.4,11.2,6.3,9.23,"보현산"
"보통습윤",490.4,11.2,6.3,64.57,"영천"
"심한습윤",532.9,11.2,6.9,9.37,"보현산"
"심한습윤",532.9,11.2,6.9,65.55,"영천"
"심한습윤",532.9,11.3,7.4,9.57,"보현산"
"심한습윤",532.9,11.3,7.4,67.81,"영천"
"심한습윤",532.9,11.3,5,9.64,"보현산"
"심한습윤",532.9,11.3,5,68.66,"영천"
"심한습윤",516.3,11.3,3.1,9.69,"보현산"
"심한습윤",516.3,11.3,3.1,69.2,"영천"
"심한습윤",512.6,11.4,5,69.36,"영천"
"심한습윤",512.6,11.4,5,9.71,"보현산"
"심한습윤",512.6,11.4,8.2,9.73,"보현산"
"심한습윤",512.6,11.4,8.2,69.57,"영천"
"심한습윤",511.1,11.5,,9.74,"보현산"
"심한습윤",511.1,11.5,,69.57,"영천"
"심한습윤",505.6,11.5,5.6,9.74,"보현산"
"심한습윤",505.6,11.5,5.6,69.73,"영천"
"심한습윤",472.6,11.5,5.5,9.72,"보현산"
"심한습윤",472.6,11.5,5.5,69.84,"영천"
"심한습윤",471.6,11.6,2.9,9.72,"보현산"
"심한습윤",471.6,11.6,2.9,70,"영천"
"심한습윤",469.6,11.6,3.5,9.7,"보현산"
"심한습윤",469.6,11.6,3.5,70.11,"영천"
"심한습윤",470.9,11.7,4.5,9.69,"보현산"
"심한습윤",470.9,11.7,4.5,70.16,"영천"
"정상",295.8,10.9,7,9.37,"보현산"
"정상",295.8,10.9,7,44.33,"영천"
"정상",296.2,10.9,5.2,9.32,"보현산"
"정상",296.2,10.9,5.2,44.16,"영천"
"정상",296.2,10.9,-0.7,9.29,"보현산"
"정상",296.2,10.9,-0.7,44.11,"영천"
"정상",296.2,11,-5,9.25,"보현산"
"정상",296.2,11,-5,44.03,"영천"
"정상",296.2,11,-4.3,9.21,"보현산"
"정상",296.2,11,-4.3,43.94,"영천"
"정상",296.2,11,3.5,9.17,"보현산"
"정상",296.2,11,3.5,43.73,"영천"
"정상",296.2,11.1,9.6,9.14,"보현산"
"정상",296.2,11.1,9.6,43.43,"영천"
"정상",296.2,11.1,12.3,9.1,"보현산"
"정상",296.2,11.1,12.3,43.13,"영천"
"정상",296.2,11.1,13.1,9.06,"보현산"
"정상",296.2,11.1,13.1,42.83,"영천"
"정상",296.2,11.2,5.2,9.03,"보현산"
"정상",296.2,11.2,5.2,42.58,"영천"
"정상",296.2,11.2,3.4,8.99,"보현산"
"정상",296.2,11.2,3.4,42.28,"영천"
"정상",296.6,11.3,4.2,8.95,"보현산"
"정상",296.6,11.3,4.2,42.07,"영천"
"정상",295.6,11.3,8,8.9,"보현산"
"정상",295.6,11.3,8,41.73,"영천"
"정상",284.2,11.3,6.6,8.88,"보현산"
"정상",284.2,11.3,6.6,41.48,"영천"
"정상",273.8,11.4,7.2,8.84,"보현산"
"정상",273.8,11.4,7.2,41.23,"영천"
"정상",314.9,11.4,7.4,8.86,"보현산"
"정상",314.9,11.4,7.4,41.19,"영천"
"정상",326.2,11.5,1.8,8.96,"보현산"
"정상",326.2,11.5,1.8,41.73,"영천"
"정상",302.3,11.5,3.2,8.97,"보현산"
"정상",302.3,11.5,3.2,41.9,"영천"
"정상",222.4,11.5,5.7,8.97,"보현산"
"정상",222.4,11.5,5.7,41.9,"영천"
"정상",222.4,11.6,9.3,8.95,"보현산"
"정상",222.4,11.6,9.3,41.9,"영천"
"정상",213.2,11.6,5.3,8.93,"보현산"
"정상",213.2,11.6,5.3,41.78,"영천"
"약한가뭄",201.1,11.6,4.7,8.91,"보현산"
"약한가뭄",201.1,11.6,4.7,41.69,"영천"
"약한가뭄",144.7,11.7,4.6,8.87,"보현산"
"약한가뭄",144.7,11.7,4.6,41.53,"영천"
"약한가뭄",143.7,11.7,7.4,8.85,"보현산"
"약한가뭄",143.7,11.7,7.4,41.36,"영천"
"약한가뭄",141.6,11.8,6.8,8.82,"보현산"
"약한가뭄",141.6,11.8,6.8,41.15,"영천"
"약한가뭄",135.8,11.8,8.3,8.78,"보현산"
"약한가뭄",135.8,11.8,8.3,40.98,"영천"
"약한가뭄",149.9,11.8,8.7,8.77,"보현산"
"약한가뭄",149.9,11.8,8.7,40.86,"영천"
"약한가뭄",144.8,11.9,7.9,8.77,"보현산"
"약한가뭄",144.8,11.9,7.9,40.86,"영천"
"약한가뭄",144.8,11.9,8.5,8.75,"보현산"
"약한가뭄",144.8,11.9,8.5,40.86,"영천"
"약한가뭄",144.8,11.9,11,8.73,"보현산"
"약한가뭄",144.8,11.9,11,40.82,"영천"
"약한가뭄",144.8,12,14,8.71,"보현산"
"약한가뭄",144.8,12,14,40.78,"영천"
"약한가뭄",144.2,12,8.4,8.67,"보현산"
"약한가뭄",144.2,12,8.4,40.73,"영천"
"약한가뭄",142.5,12.1,8.1,8.64,"보현산"
"약한가뭄",142.5,12.1,8.1,40.78,"영천"
"약한가뭄",140.6,12.1,10.1,8.62,"보현산"
"약한가뭄",140.6,12.1,10.1,40.82,"영천"
"정상",146.5,12.1,8.9,8.59,"보현산"
"정상",146.5,12.1,8.9,40.86,"영천"
"정상",146.5,12.2,8.3,8.56,"보현산"
"정상",146.5,12.2,8.3,40.98,"영천"
"정상",146.5,12.2,7.4,8.53,"보현산"
"정상",146.5,12.2,7.4,40.94,"영천"
"정상",146.5,12.2,10.8,8.5,"보현산"
"정상",146.5,12.2,10.8,40.86,"영천"
"정상",146.5,12.3,9.9,8.47,"보현산"
"정상",146.5,12.3,9.9,40.78,"영천"
"정상",146.5,12.3,12.8,8.43,"보현산"
"정상",146.5,12.3,12.8,40.49,"영천"
"정상",146.5,12.4,13.2,8.4,"보현산"
"정상",146.5,12.4,13.2,40.28,"영천"
"정상",158.2,12.4,12,8.37,"보현산"
"정상",158.2,12.4,12,40.11,"영천"
"정상",171.9,12.4,14.5,8.42,"보현산"
"정상",171.9,12.4,14.5,40.9,"영천"
"정상",171.9,12.5,13.7,8.45,"보현산"
"정상",171.9,12.5,13.7,41.44,"영천"
"정상",171.9,12.5,13.2,8.45,"보현산"
"정상",171.9,12.5,13.2,41.61,"영천"
"정상",171.9,12.6,11.3,8.45,"보현산"
"정상",171.9,12.6,11.3,41.73,"영천"
"정상",171.9,12.6,11.8,8.43,"보현산"
"정상",171.9,12.6,11.8,41.69,"영천"
"정상",171.9,12.6,13.6,8.4,"보현산"
"정상",171.9,12.6,13.6,41.69,"영천"
"정상",203.5,12.7,13.4,8.4,"보현산"
"정상",203.5,12.7,13.4,41.73,"영천"
"정상",226.5,12.7,9.2,8.79,"보현산"
"정상",226.5,12.7,9.2,45.98,"영천"
"정상",226.3,12.7,8,8.91,"보현산"
"정상",226.3,12.7,8,47.48,"영천"
"정상",226.3,12.8,11.8,8.95,"보현산"
"정상",226.3,12.8,11.8,48.11,"영천"
"정상",226.3,12.8,14.5,8.97,"보현산"
"정상",226.3,12.8,14.5,48.33,"영천"
"정상",226.3,12.9,11.6,8.97,"보현산"
"정상",226.3,12.9,11.6,48.42,"영천"
"정상",226.5,12.9,7.3,8.96,"보현산"
"정상",226.5,12.9,7.3,48.51,"영천"
"정상",226.5,12.9,8.3,8.94,"보현산"
"정상",226.5,12.9,8.3,48.51,"영천"
"정상",226.5,13,11.6,8.92,"보현산"
"정상",226.5,13,11.6,48.56,"영천"
"정상",236.8,13,11.4,8.89,"보현산"
"정상",236.8,13,11.4,48.56,"영천"
"정상",236.9,13,14.9,8.89,"보현산"
"정상",236.9,13,14.9,48.74,"영천"
"정상",236.9,13.1,10.7,8.89,"보현산"
"정상",236.9,13.1,10.7,48.83,"영천"
"정상",236.9,13.1,10.5,8.89,"보현산"
"정상",236.9,13.1,10.5,48.92,"영천"
"정상",236.9,13.1,12.3,8.86,"보현산"
"정상",236.9,13.1,12.3,48.92,"영천"
"정상",236.9,13.2,12.7,8.84,"보현산"
"정상",236.9,13.2,12.7,48.83,"영천"
"정상",236.9,13.2,11.5,8.82,"보현산"
"정상",236.9,13.2,11.5,48.69,"영천"
"정상",236.9,13.3,15.6,8.78,"보현산"
"정상",236.9,13.3,15.6,48.6,"영천"
"정상",236.9,13.3,17.3,8.76,"보현산"
"정상",236.9,13.3,17.3,48.69,"영천"
"정상",236.9,13.3,17.2,8.73,"보현산"
"정상",236.9,13.3,17.2,48.69,"영천"
"정상",226.9,13.4,18,8.68,"보현산"
"정상",226.9,13.4,18,48.74,"영천"
"정상",226.9,13.4,15.1,8.65,"보현산"
"정상",226.9,13.4,15.1,48.74,"영천"
"정상",226.9,13.4,14.9,8.62,"보현산"
"정상",226.9,13.4,14.9,48.6,"영천"
"정상",226.9,13.5,12.9,8.58,"보현산"
"정상",226.9,13.5,12.9,48.42,"영천"
"정상",226.9,13.5,11.7,8.55,"보현산"
"정상",226.9,13.5,11.7,48.29,"영천"
"정상",226.9,13.5,14.7,8.51,"보현산"
"정상",226.9,13.5,14.7,48.06,"영천"
"정상",226.9,13.6,17,8.47,"보현산"
"정상",226.9,13.6,17,47.93,"영천"
"정상",226.9,13.6,15,8.44,"보현산"
"정상",226.9,13.6,15,47.93,"영천"
"정상",227.3,13.6,16.1,8.4,"보현산"
"정상",227.3,13.6,16.1,47.8,"영천"
"정상",234.9,13.7,11,47.62,"영천"
"정상",234.9,13.7,11,8.37,"보현산"
"정상",232.8,13.7,12.2,8.34,"보현산"
"정상",232.8,13.7,12.2,47.4,"영천"
"정상",542,9.9,2.9,9.35,"보현산"
"정상",542,9.9,2.9,65.76,"영천"
"정상",542,9.9,0.6,9.32,"보현산"
"정상",542,9.9,0.6,65.55,"영천"
"정상",542,10,-0.1,9.3,"보현산"
"정상",542,10,-0.1,65.29,"영천"
"정상",542,10,2.1,9.26,"보현산"
"정상",542,10,2.1,65.03,"영천"
"정상",542,10,-2.1,9.24,"보현산"
"정상",542,10,-2.1,64.77,"영천"
"정상",542,10,1.6,9.22,"보현산"
"정상",542,10,1.6,64.57,"영천"
"정상",542,10.1,1.7,9.19,"보현산"
"정상",542,10.1,1.7,64.36,"영천"
"정상",542,10.1,3.7,9.17,"보현산"
"정상",542,10.1,3.7,64.15,"영천"
"정상",542.4,10.1,3.2,9.13,"보현산"
"정상",542.4,10.1,3.2,63.9,"영천"
"정상",542.4,10.1,1.8,9.09,"보현산"
"정상",542.4,10.1,1.8,63.64,"영천"
"정상",542.4,10.1,4,9.08,"보현산"
"정상",542.4,10.1,4,63.39,"영천"
"정상",542.4,10.2,4.3,9.05,"보현산"
"정상",542.4,10.2,4.3,63.08,"영천"
"정상",542.4,10.2,0.9,9.02,"보현산"
"정상",542.4,10.2,0.9,62.78,"영천"
"정상",542.4,10.2,0.4,8.99,"보현산"
"정상",542.4,10.2,0.4,62.47,"영천"
"정상",542.4,10.3,-0.5,8.97,"보현산"
"정상",542.4,10.3,-0.5,62.17,"영천"
"정상",542.4,10.3,-0.5,8.94,"보현산"
"정상",542.4,10.3,-0.5,61.87,"영천"
"정상",542.4,10.3,3.2,8.91,"보현산"
"정상",542.4,10.3,3.2,61.56,"영천"
"정상",542.4,10.3,-0.1,61.31,"영천"
"정상",542.4,10.3,-0.1,8.89,"보현산"
"정상",542.4,10.4,4.7,8.86,"보현산"
"정상",542.4,10.4,4.7,60.96,"영천"
"정상",546.4,10.4,1.2,8.83,"보현산"
"정상",546.4,10.4,1.2,60.71,"영천"
"정상",546.4,10.4,-0.3,8.8,"보현산"
"정상",546.4,10.4,-0.3,60.37,"영천"
"정상",546.4,10.4,2.5,8.78,"보현산"
"정상",546.4,10.4,2.5,60.12,"영천"
"정상",550.9,10.5,5.3,8.75,"보현산"
"정상",550.9,10.5,5.3,59.82,"영천"
"정상",550.9,10.5,3.4,8.74,"보현산"
"정상",550.9,10.5,3.4,59.53,"영천"
"정상",550.9,10.6,1.6,8.71,"보현산"
"정상",550.9,10.6,1.6,59.23,"영천"
"정상",550.9,10.6,4.9,8.68,"보현산"
"정상",550.9,10.6,4.9,58.94,"영천"
"정상",538.9,10.6,3,8.66,"보현산"
"정상",538.9,10.6,3,58.64,"영천"
"정상",538.9,10.7,-0.5,8.64,"보현산"
"정상",538.9,10.7,-0.5,58.35,"영천"
"정상",538.9,10.7,0,8.6,"보현산"
"정상",538.9,10.7,0,58.01,"영천"
"정상",538.8,10.7,0.9,8.57,"보현산"
"정상",538.8,10.7,0.9,57.77,"영천"
"심한습윤",467.4,11.7,6.9,9.68,"보현산"
"심한습윤",467.4,11.7,6.9,70.22,"영천"
"심한습윤",469.1,11.7,7.8,9.66,"보현산"
"심한습윤",469.1,11.7,7.8,70.22,"영천"
"심한습윤",479.6,11.8,8.6,9.65,"보현산"
"심한습윤",479.6,11.8,8.6,70.38,"영천"
"심한습윤",479.6,11.8,6,9.64,"보현산"
"심한습윤",479.6,11.8,6,70.49,"영천"
"심한습윤",479.6,11.8,7.9,9.64,"보현산"
"심한습윤",479.6,11.8,7.9,70.6,"영천"
"심한습윤",475.1,11.9,8.6,9.62,"보현산"
"심한습윤",475.1,11.9,8.6,70.65,"영천"
"심한습윤",475.1,11.9,5.8,70.65,"영천"
"심한습윤",475.1,11.9,5.8,9.59,"보현산"
"심한습윤",475.1,12,5.4,9.58,"보현산"
"심한습윤",475.1,12,5.4,70.71,"영천"
"심한습윤",475.1,12,5.2,9.57,"보현산"
"심한습윤",475.1,12,5.2,70.54,"영천"
"심한습윤",475.1,12,9.6,9.54,"보현산"
"심한습윤",475.1,12,9.6,70.38,"영천"
"심한습윤",475.1,12.1,9.3,9.53,"보현산"
"심한습윤",475.1,12.1,9.3,70.22,"영천"
"심한습윤",475.1,12.1,10.1,9.49,"보현산"
"심한습윤",475.1,12.1,10.1,70,"영천"
"심한습윤",475.1,12.1,11.2,9.49,"보현산"
"심한습윤",475.1,12.1,11.2,69.84,"영천"
"심한습윤",475.1,12.2,13.9,9.46,"보현산"
"심한습윤",475.1,12.2,13.9,69.68,"영천"
"심한습윤",419.1,12.2,12,9.44,"보현산"
"심한습윤",419.1,12.2,12,69.57,"영천"
"심한습윤",370.6,12.3,9.5,9.41,"보현산"
"심한습윤",370.6,12.3,9.5,69.41,"영천"
"심한습윤",370.1,12.3,8.9,9.39,"보현산"
"심한습윤",370.1,12.3,8.9,69.25,"영천"
"심한습윤",370.1,12.3,11,9.38,"보현산"
"심한습윤",370.1,12.3,11,69.3,"영천"
"심한습윤",373.1,12.4,11.9,9.35,"보현산"
"심한습윤",373.1,12.4,11.9,69.3,"영천"
"심한습윤",377.7,12.4,12.5,9.35,"보현산"
"심한습윤",377.7,12.4,12.5,69.36,"영천"
"심한습윤",377.2,12.5,7.4,69.36,"영천"
"심한습윤",377.2,12.5,7.4,9.32,"보현산"
"심한습윤",376.7,12.5,7,9.3,"보현산"
"심한습윤",376.7,12.5,7,69.36,"영천"
"심한습윤",376.7,12.5,9.8,9.28,"보현산"
"심한습윤",376.7,12.5,9.8,69.41,"영천"
"심한습윤",376.7,12.6,10.9,9.26,"보현산"
"심한습윤",376.7,12.6,10.9,69.41,"영천"
"심한습윤",376.7,12.6,11.9,69.36,"영천"
"심한습윤",376.7,12.6,11.9,9.22,"보현산"
"정상",376.3,12.6,9.9,9.21,"보현산"
"정상",376.3,12.6,9.9,69.41,"영천"
"정상",254.8,12.7,12,9.17,"보현산"
"정상",254.8,12.7,12,69.36,"영천"
"정상",248.8,12.7,9.7,9.15,"보현산"
"정상",248.8,12.7,9.7,69.36,"영천"
"정상",248.8,12.7,7.8,9.13,"보현산"
"정상",248.8,12.7,7.8,69.41,"영천"
"정상",232.8,13.7,15,8.31,"보현산"
"정상",232.8,13.7,15,47.17,"영천"
"정상",238.5,13.8,16,8.28,"보현산"
"정상",238.5,13.8,16,47,"영천"
"정상",240.5,13.8,17.6,8.25,"보현산"
"정상",240.5,13.8,17.6,46.78,"영천"
"정상",240.5,13.8,15.7,8.22,"보현산"
"정상",240.5,13.8,15.7,46.64,"영천"
"정상",240.8,13.8,16.3,8.19,"보현산"
"정상",240.8,13.8,16.3,46.42,"영천"
"정상",240.8,13.9,16.6,8.15,"보현산"
"정상",240.8,13.9,16.6,46.16,"영천"
"정상",240.8,13.9,18,8.12,"보현산"
"정상",240.8,13.9,18,45.94,"영천"
"정상",246.3,13.9,11.6,8.1,"보현산"
