"ID","가뭄","누적강수량","계절","가조시간","평균기온","행정구역","저수량"
21952,"정상",255.9,"봄",11.5,8.7,"충청북도",1051.43
21953,"정상",230.6,"봄",11.6,10.1,"경상북도",594.545
21954,"정상",196.6,"봄",12.9,8,"강원도",1845.95
21955,"약한가뭄",225.2,"봄",12.9,10.7,"광주광역시",5.63
21956,"정상",224.9,"봄",12.9,5.3,"경상북도",0.06
21957,"정상",158.7,"봄",12.9,9.1,"경상남도",49.97
21958,"정상",693.4,"겨울",9.8,-1.1,"전라북도",34.64
21959,"정상",757.1,"겨울",9.8,-1.8,"경상북도",39.93
21960,"정상",915,"겨울",9.7,-3.5,"경상북도",0.29
21961,"정상",1113.7,"겨울",9.9,2,"경상남도",5.84
21962,"정상",517.2,"겨울",10.4,3.4,"경상북도",621.255
21963,"정상",721.9,"겨울",10.5,6.8,"경상남도",176.02
21964,"보통습윤",769.4,"겨울",10.5,6,"전라북도",316.54
21965,"보통습윤",696.5,"겨울",10.5,7.2,"경상남도",53.65
21966,"보통습윤",765.4,"겨울",10.5,6.3,"경상남도",556.74
21967,"정상",687,"겨울",10.4,0.4,"강원도",1841.91
21968,"보통습윤",999.3,"겨울",10.6,5.7,"경상남도",5.375
21969,"정상",299.6,"봄",11.6,4.4,"충청남도",66.11
21970,"정상",269.9,"봄",11.6,6.6,"강원도",1825.28
21971,"정상",259.5,"봄",11.6,4.7,"충청북도",1659.58
21972,"정상",249,"봄",11.6,4.9,"강원도",66.55
21973,"정상",322.9,"봄",11.7,3.2,"전라북도",620.01
21974,"정상",288.2,"봄",11.7,7,"광주광역시",5.99
21975,"보통습윤",628.5,"봄",11.7,9.3,"경상남도",5.015
21976,"정상",247,"봄",11.7,8.2,"충청북도",1047.21
21977,"정상",408.9,"봄",11.7,8,"경상남도",167.43
21978,"정상",203.3,"봄",13,10.6,"충청북도",1306.54
21979,"정상",243.3,"봄",13,7.6,"전라북도",614.9
21980,"정상",145.6,"봄",13,12.4,"경상북도",29.61
21981,"정상",346.4,"봄",12.9,12.6,"경상남도",4.995
21982,"정상",203.7,"봄",13,13.1,"울산광역시",6.0875
21983,"약한가뭄",179.6,"봄",13,10.3,"충청남도",60.09
21984,"정상",346.4,"봄",13,13.4,"경상남도",4.995
21985,"정상",160,"봄",13,11.7,"경상남도",49.86
21986,"정상",168.1,"봄",13,11.9,"경상남도",536.1
21987,"정상",733.8,"겨울",9.8,0.5,"경상남도",57.35
21988,"정상",791.4,"겨울",9.7,-1.2,"충청북도",1109.03
21989,"정상",665.1,"겨울",9.8,-0.2,"경상북도",39.8
21990,"정상",638.2,"겨울",9.8,0.1,"전라북도",34.45
21991,"정상",925.2,"겨울",9.8,-1.7,"전라북도",661.57
21992,"정상",717.6,"겨울",9.9,3.6,"전라남도",98.2
21993,"정상",810.4,"겨울",9.9,2.3,"경상남도",176.3
21994,"정상",741.7,"겨울",9.9,2,"광주광역시",6.94
21995,"정상",549.1,"겨울",9.8,1.3,"경상북도",38.215
21996,"정상",755.3,"겨울",9.9,-3.2,"전라북도",318.9
21997,"정상",538.1,"겨울",9.8,-1.3,"경상북도",38.13
21998,"보통습윤",765.3,"겨울",10.6,4,"광주광역시",6.38
21999,"보통습윤",769.4,"겨울",10.6,1.2,"전라북도",317.52
22000,"보통습윤",696.5,"겨울",10.6,2.9,"경상남도",53.47
22001,"정상",721.9,"겨울",10.6,2.4,"경상남도",178.51
22002,"정상",517.2,"겨울",10.6,4.5,"경상북도",618.905
22003,"보통습윤",696.5,"겨울",10.6,5.8,"경상남도",53.39
22004,"정상",231.2,"봄",11.7,6.9,"경상북도",592.02
22005,"정상",329.4,"봄",11.7,5.3,"전라북도",618.81
22006,"정상",261.7,"봄",11.7,6.3,"전라북도",319.1
22007,"정상",283.4,"봄",11.7,8,"경상북도",30.425
22008,"정상",269.7,"봄",11.8,5.3,"강원도",1825.28
22009,"정상",299,"봄",11.8,6.1,"광주광역시",5.95
22010,"정상",168.6,"봄",13.1,10.5,"충청북도",1034.62
22011,"정상",207.5,"봄",13,9.6,"전라북도",30.77
22012,"약한가뭄",132,"봄",13,11.5,"경상북도",28.3
22013,"정상",204.2,"봄",13.1,9.5,"충청북도",1271.99
22014,"정상",225,"봄",13.1,11.8,"경상북도",0.08
22015,"정상",728.5,"겨울",9.9,0,"경상남도",176.3
22016,"정상",731.6,"겨울",9.9,1.2,"광주광역시",6.89
22017,"정상",712.1,"겨울",10,2.9,"전라남도",97.91
22018,"보통습윤",513.6,"겨울",10.6,2.8,"경상북도",618.27
22019,"심한습윤",737.3,"겨울",10.6,1.1,"충청북도",1881
22020,"보통습윤",765.3,"겨울",10.7,2.5,"광주광역시",6.36
22021,"심한습윤",952.8,"겨울",10.6,1.3,"전라북도",637.95
22022,"정상",611.9,"겨울",10.6,1.4,"전라북도",32.74
22023,"보통습윤",689.7,"겨울",10.5,-4.6,"강원도",1840.39
22024,"정상",733.5,"겨울",10.7,0.4,"전라남도",93.61
22025,"보통습윤",999.4,"겨울",10.7,2.5,"경상남도",5.345
22026,"심한습윤",814.1,"겨울",10.6,-2.6,"경상북도",0.08
22027,"정상",665.2,"겨울",10.7,0.9,"울산광역시",8.5475
22028,"정상",272.1,"봄",11.8,3.2,"강원도",1824.77
22029,"정상",332.9,"봄",11.8,3.3,"전라북도",617.9
22030,"정상",299.1,"봄",11.8,5.9,"광주광역시",5.95
22031,"정상",282.4,"봄",11.8,8.2,"경상북도",30.325
22032,"정상",261.5,"봄",11.8,1.6,"충청북도",1619.95
22033,"정상",207.5,"봄",13.1,13.9,"전라북도",30.75
22034,"정상",168.1,"봄",13.1,14,"경상남도",536.69
22035,"정상",197,"봄",13.2,12.1,"강원도",1844.94
22036,"정상",916.7,"겨울",9.9,-3.8,"전라북도",658.69
22037,"정상",712.1,"겨울",10,0.3,"전라남도",97.61
22038,"정상",538,"겨울",9.9,-1.9,"경상북도",37.84
22039,"정상",653.4,"겨울",9.9,-1.3,"대구광역시",27.57
22040,"정상",513,"겨울",9.8,-4.6,"경상북도",644.165
22041,"정상",632.2,"겨울",9.9,-0.8,"충청남도",76.71
22042,"정상",802.5,"겨울",9.8,-2,"경상북도",0.29
22043,"정상",681.1,"겨울",9.9,1.6,"경상남도",56.56
22044,"보통습윤",763.9,"겨울",10.7,-3,"전라북도",318.31
22045,"보통습윤",718.3,"겨울",10.7,1.2,"경상남도",180.17
22046,"정상",538.9,"겨울",10.7,0,"경상북도",33.305
22047,"보통습윤",763.9,"겨울",10.7,-2.6,"전라북도",318.5
22048,"보통습윤",744.9,"겨울",10.7,1.1,"경상남도",549.47
22049,"보통습윤",595.6,"겨울",10.7,-0.1,"경상북도",36.12
22050,"정상",235.3,"봄",11.9,3.9,"경상북도",587.39
22051,"정상",261.5,"봄",11.9,3.8,"충청북도",1611.22
22052,"정상",287.3,"봄",11.9,6.3,"전라북도",31.29
22053,"정상",256.7,"봄",11.9,3.8,"강원도",66.04
22054,"보통습윤",400.1,"봄",11.9,4.1,"경상남도",536.49
22055,"정상",265.7,"봄",12,4.6,"충청북도",1597.45
22056,"정상",266,"봄",12,5.2,"전라북도",318.5
22057,"정상",233.1,"봄",13.1,14.5,"전라남도",92.39
22058,"약한가뭄",168.6,"봄",13.3,14.2,"충청북도",1034.62
22059,"약한가뭄",208.2,"봄",13.2,14.1,"전라북도",322.45
22060,"약한가뭄",181.7,"봄",13.3,14.4,"충청남도",59.15
22061,"약한가뭄",191.6,"봄",13.2,12.7,"경상남도",166.88
22062,"정상",222.5,"봄",13.3,9.2,"경상북도",0.05
22063,"약한가뭄",203.4,"봄",13.2,13.2,"울산광역시",5.76
22064,"정상",246.8,"봄",13.3,14.3,"전라북도",615.2
22065,"정상",1259.2,"가을",10.9,11.9,"경상남도",185.49
22066,"약한가뭄",560.3,"가을",10.8,14,"충청남도",40.58
22067,"약한가뭄",630.9,"가을",10.8,13.8,"충청북도",1129.69
22068,"정상",1194.6,"가을",10.8,13.6,"울산광역시",13.68
22069,"정상",1205,"가을",10.8,10.4,"경상남도",184.92
22070,"정상",674.2,"겨울",9.6,-2,"강원도",66.75
22071,"정상",649.7,"겨울",9.7,1.3,"충청북도",1069.01
22072,"정상",958.4,"겨울",9.8,0.2,"경상남도",699.32
22073,"정상",768.5,"겨울",9.8,1.7,"전라북도",36.59
22074,"정상",674.2,"겨울",9.7,-2.1,"강원도",66.55
22075,"정상",751.1,"겨울",9.9,1.5,"경상남도",60.39
22076,"정상",664.8,"겨울",9.8,2.2,"대구광역시",26.16
22077,"정상",1798.1,"여름",12,22.8,"경상남도",6.915
22078,"정상",1142.2,"여름",11.9,24.2,"경상남도",180.45
22079,"정상",819.6,"여름",11.9,23.1,"경상북도",40.18
22080,"정상",795.7,"여름",11.9,24.4,"광주광역시",8.68
22081,"정상",961.5,"여름",11.9,20.4,"전라북도",689.94
22082,"약한가뭄",613.6,"여름",11.9,21.3,"경상북도",542.185
22083,"약한가뭄",727.3,"가을",10.6,12.7,"강원도",1690.15
22084,"정상",1205,"가을",10.8,12.6,"경상남도",183.52
22085,"약한가뭄",627.5,"가을",10.7,15.5,"충청북도",1126.55
22086,"정상",843,"겨울",9.9,3.8,"전라북도",38.25
22087,"정상",961.5,"겨울",9.9,2.7,"경상남도",63.74
22088,"정상",656.6,"겨울",9.9,3.9,"충청남도",45.82
22089,"정상",821.9,"겨울",9.9,4.3,"광주광역시",7.61
22090,"정상",1120.9,"겨울",10,2.1,"경상남도",179.9
22091,"정상",784.7,"겨울",9.8,3.9,"경상북도",40.05
22092,"정상",1159.7,"겨울",9.9,3.4,"경상남도",709.44
22093,"정상",843,"겨울",9.9,6.4,"전라북도",38.2
22094,"보통가뭄",590.9,"여름",13.1,22.2,"강원도",68.93
22095,"약한가뭄",662.4,"여름",13,23.4,"광주광역시",6.15
22096,"정상",814.4,"여름",13,23.9,"울산광역시",7.82
22097,"약한가뭄",645,"여름",12.9,22,"전라북도",31.47
22098,"정상",1797.7,"여름",11.9,24.4,"경상남도",6.91
22099,"정상",1062.5,"여름",11.9,22.5,"울산광역시",14.86
22100,"정상",851.6,"여름",11.9,20.8,"전라북도",37.38
22101,"약한가뭄",681,"여름",11.8,21.3,"경상북도",14.41
22102,"정상",741.5,"여름",11.8,22.8,"대구광역시",22.05
22103,"정상",1189.1,"가을",10.7,12.1,"경상남도",720.17
22104,"정상",859.5,"가을",10.7,15.5,"광주광역시",7.94
22105,"약한가뭄",727.3,"가을",10.5,10.6,"강원도",1684.49
22106,"정상",663.9,"가을",10.6,11.9,"경상북도",646.245
22107,"정상",765.5,"겨울",9.7,-3.2,"강원도",1650.39
22108,"정상",794.7,"겨울",9.9,2.8,"광주광역시",7.54
22109,"정상",823,"겨울",9.8,2.2,"전라북도",38.04
22110,"약한가뭄",684.7,"여름",12.9,19.9,"전라북도",178.33
22111,"약한가뭄",678.9,"여름",12.9,22.6,"광주광역시",6.16
22112,"정상",1259,"여름",11.8,20.6,"경상남도",703.16
22113,"정상",934.7,"여름",11.8,20.8,"광주광역시",8.27
22114,"정상",1053.5,"여름",11.8,18.7,"전라북도",698.08
22115,"정상",773,"여름",11.8,19.5,"경상북도",15.28
22116,"약한가뭄",760.9,"여름",11.7,21,"강원도",1707.2
22117,"정상",911.3,"여름",11.8,20.9,"전라북도",264.41
22118,"정상",1233.6,"여름",11.8,24,"울산광역시",15.59
22119,"약한가뭄",616.4,"여름",11.8,20.2,"충청북도",1760.31
22120,"정상",914.6,"여름",11.7,21.2,"전라북도",40.75
22121,"약한가뭄",597,"여름",11.7,20.9,"충청남도",39.87
22122,"정상",934.4,"가을",10.6,13,"경상북도",46.47
22123,"약한가뭄",550.2,"가을",10.6,11.9,"충청남도",39.83
22124,"정상",1189.1,"가을",10.6,11.5,"경상남도",718.7
22125,"약한가뭄",625.9,"겨울",9.7,-4,"충청북도",1811.93
22126,"정상",1089,"겨울",9.9,3.5,"전라남도",162.41
22127,"정상",807.6,"겨울",9.8,2.6,"대구광역시",28.09
22128,"심한가뭄",432.3,"여름",12.9,23.1,"충청북도",1395.52
22129,"보통가뭄",647.7,"여름",12.9,22,"강원도",1564.49
22130,"정상",785.5,"여름",12.8,24.1,"경상남도",66.27
22131,"정상",1504.8,"여름",12.8,26.4,"경상남도",6.55
22132,"약한가뭄",691.7,"여름",12.8,23,"전라북도",177.9
22133,"정상",856.9,"여름",12.8,24.5,"경상남도",606.73
22134,"보통가뭄",634.9,"여름",12.9,23.5,"강원도",68.82
22135,"정상",1302.4,"여름",11.8,21.4,"경상남도",123.33
22136,"약한가뭄",680,"여름",11.7,22.7,"충청북도",1213.95
22137,"정상",824.5,"여름",11.7,19.7,"경상북도",28.71
22138,"보통습윤",1996.7,"가을",11.7,22.7,"경상남도",6.92
22139,"정상",741.8,"가을",11.7,15.5,"경상북도",692.965
22140,"정상",909.6,"가을",11.7,16.6,"경상북도",49.57
22141,"정상",1205,"가을",10.6,10.6,"경상남도",179.62
22142,"정상",1260,"가을",10.6,11.8,"전라남도",166.63
22143,"정상",808.5,"가을",10.5,13,"대구광역시",30.48
22144,"정상",934.4,"가을",10.5,12.8,"경상북도",46.2
22145,"정상",836.3,"가을",10.5,4.5,"전라북도",278.12
22146,"정상",877.5,"겨울",9.8,1.2,"경상북도",43.2
22147,"보통습윤",1673.4,"겨울",9.9,4.8,"경상남도",6.12
22148,"약한가뭄",669.2,"겨울",9.7,2.5,"충청북도",1100.96
22149,"약한가뭄",592.5,"겨울",9.7,3.2,"충청북도",1800.3
22150,"정상",841.1,"겨울",9.8,3.6,"경상북도",38.4
22151,"보통습윤",1172.9,"겨울",9.8,9.4,"울산광역시",11.5625
22152,"약한가뭄",686.9,"겨울",9.6,5,"강원도",68.67
22153,"정상",924.9,"겨울",9.8,6.8,"전라북도",718.8
22154,"정상",1137.7,"겨울",9.8,6.6,"경상남도",702.68
22155,"정상",832.4,"여름",12.8,24,"전라북도",620.31
22156,"정상",715,"여름",12.8,25.3,"전라북도",32.35
22157,"정상",643.6,"여름",12.8,26.2,"경상북도",27.93
22158,"보통가뭄",533.9,"여름",12.8,27.3,"충청북도",925.89
22159,"정상",720,"여름",12.7,24.6,"전라북도",32.74
22160,"정상",828.2,"가을",11.6,13.5,"경상북도",32.72
22161,"정상",1027.8,"가을",11.6,16,"경상남도",69.02
22162,"정상",1039.6,"가을",11.6,15,"경상북도",46.78
22163,"정상",1189.1,"가을",10.5,7.8,"경상남도",715.77
22164,"정상",963.3,"가을",10.5,8.8,"경상남도",66.07
22165,"약한가뭄",637.8,"가을",10.4,9.3,"충청북도",1115.89
22166,"약한가뭄",650.5,"겨울",9.7,1.4,"충청북도",1097.24
22167,"약한가뭄",592.5,"겨울",9.7,-1.3,"충청북도",1792.57
22168,"정상",624,"겨울",9.7,2.6,"충청남도",45.27
22169,"정상",1137.7,"겨울",9.8,-0.1,"경상남도",703.16
22170,"약한가뭄",698.9,"여름",12.8,25,"강원도",1579.24
22171,"정상",1531.1,"여름",12.7,25.7,"경상남도",6.56
22172,"정상",680.6,"여름",12.7,24.2,"경상북도",29.03
22173,"약한가뭄",729.1,"가을",11.5,11.1,"강원도",71.62
22174,"정상",919.9,"가을",11.5,11.2,"전라북도",280.61
22175,"정상",1235.7,"가을",11.6,15.8,"울산광역시",15.0425
22176,"정상",769.7,"가을",10.4,10,"경상북도",39.04
22177,"보통가뭄",575.3,"가을",10.3,6.2,"충청북도",1837.66
22178,"정상",815.8,"가을",10.4,10.9,"대구광역시",30.08
22179,"약한가뭄",576.1,"가을",10.4,10.4,"충청남도",39.24
22180,"정상",939.7,"겨울",9.8,0.1,"경상남도",62.91
22181,"정상",816,"겨울",9.8,2,"전라북도",37.74
22182,"보통습윤",1172.9,"겨울",9.8,6.8,"울산광역시",11.3975
22183,"정상",627.7,"겨울",9.7,5.6,"충청남도",45.18
22184,"약한가뭄",726,"여름",12.6,26.7,"광주광역시",7.28
22185,"약한가뭄",713.3,"여름",12.6,24.8,"전라북도",185.52
22186,"보통가뭄",598.9,"가을",11.5,11.6,"충청북도",1933.74
22187,"약한가뭄",755,"가을",11.5,12.8,"강원도",1736.68
22188,"정상",864.8,"가을",11.5,18.9,"대구광역시",31.78
22189,"정상",1042.1,"가을",11.5,15,"전라북도",753.72
22190,"보통습윤",1943.7,"가을",11.5,19.8,"경상남도",6.9
22191,"정상",1267.8,"가을",10.5,10.3,"전라남도",165.87
22192,"정상",858.1,"가을",10.4,9.2,"경상북도",43.94
22193,"정상",672.9,"가을",10.3,6.9,"경상북도",638.07
22194,"보통습윤",1202.3,"가을",10.4,12.2,"울산광역시",12.4525
22195,"정상",816,"겨울",9.8,9.3,"전라북도",37.56
22196,"보통습윤",1150.2,"겨울",9.8,8.7,"울산광역시",11.3325
22197,"정상",928.6,"겨울",9.8,8.5,"경상남도",62.5
22198,"약한가뭄",697.4,"여름",12.6,21.7,"강원도",71.41
22199,"정상",739.5,"여름",12.5,23.3,"전라북도",33.33
22200,"약한가뭄",710.4,"여름",12.5,21.3,"전라북도",187.54
22201,"정상",894.4,"여름",12.5,21,"경상남도",633.52
22202,"정상",886.5,"가을",11.5,18.7,"전라북도",40.97
22203,"정상",1255,"가을",11.4,14.6,"경상남도",716.74
22204,"약한가뭄",657.3,"가을",11.4,16.7,"충청북도",1167.83
22205,"정상",1268.7,"가을",10.4,10,"전라남도",165.31
22206,"약한가뭄",652.7,"겨울",9.7,7.4,"충청북도",1090.45
22207,"정상",619.3,"겨울",9.7,5.7,"경상북도",614.71
22208,"약한가뭄",684.3,"겨울",9.6,2.4,"강원도",68.09
22209,"정상",928.6,"겨울",9.8,7.6,"경상남도",62.41
22210,"정상",926.4,"겨울",9.8,2.6,"전라북도",714.49
22211,"정상",1136.9,"겨울",9.8,5.9,"경상남도",703.64
22212,"정상",790.3,"겨울",9.8,0.7,"전라북도",273.73
22213,"보통습윤",1661,"겨울",9.8,7,"경상남도",5.945
22214,"정상",1066.2,"겨울",9.8,3.5,"전라남도",160.55
22215,"약한가뭄",754.5,"여름",12.5,21.3,"강원도",1669.01
22216,"보통가뭄",503.9,"여름",12.4,23.4,"충청남도",32.76
22217,"약한가뭄",708.1,"가을",11.3,12.4,"강원도",71.52
22218,"정상",865.3,"가을",11.3,14.1,"대구광역시",31.67
22219,"정상",1212.3,"가을",11.3,14,"울산광역시",14.345
22220,"정상",1038.6,"가을",11.3,10.7,"전라북도",753.04
22221,"정상",1008.3,"가을",11.3,13,"경상남도",68.29
22222,"정상",852.4,"가을",10.3,13.7,"전라북도",38.72
22223,"보통습윤",1202.3,"가을",10.3,13.9,"울산광역시",12.245
22224,"정상",692.1,"가을",10.2,7.7,"경상북도",635.15
22225,"정상",948.5,"가을",10.2,8.4,"경상북도",45.27
22226,"정상",858.1,"가을",10.2,11,"경상북도",43.275
22227,"보통습윤",1148.1,"겨울",9.8,3.4,"울산광역시",11.24
22228,"정상",790.3,"겨울",9.8,0,"전라북도",273.56
22229,"약한가뭄",715.2,"겨울",9.5,-3.2,"강원도",1608.14
22230,"약한가뭄",675.3,"겨울",9.6,-2.6,"강원도",67.89
22231,"정상",817.6,"겨울",9.7,0.6,"전라북도",37.3
22232,"정상",633.7,"겨울",9.7,1.2,"충청남도",44.84
22233,"정상",790.8,"겨울",9.7,0.9,"대구광역시",27.21
22234,"정상",876.8,"겨울",9.7,0.5,"경상북도",41.95
22235,"정상",1507.6,"여름",12.4,23.5,"경상남도",6.445
22236,"보통가뭄",511.5,"여름",12.4,22.9,"충청북도",1476.87
22237,"정상",774.5,"여름",12.4,22.7,"경상남도",66.33
22238,"정상",841,"여름",12.4,21.7,"울산광역시",8.6425
22239,"약한가뭄",539.1,"여름",12.3,21.7,"경상북도",485.02
22240,"정상",865.3,"가을",11.3,14,"대구광역시",31.59
22241,"약한가뭄",708.1,"가을",11.2,12.8,"강원도",71.41
22242,"정상",879.9,"가을",11.3,12,"전라북도",282.14
22243,"정상",895.1,"가을",11.3,15.6,"광주광역시",8.77
22244,"정상",1257.5,"가을",11.2,13.5,"경상남도",721.89
22245,"약한가뭄",744.4,"가을",10.1,6.1,"강원도",69.14
22246,"정상",789.7,"가을",10,0.5,"강원도",1669.01
22247,"정상",807.8,"가을",10.2,5.1,"대구광역시",29.57
22248,"약한가뭄",744.4,"가을",10.1,0.9,"강원도",69.35
22249,"정상",829.7,"가을",10.1,1.5,"경상북도",42.75
22250,"약한가뭄",592,"겨울",9.6,0.9,"충청북도",1751.15
22251,"정상",876.8,"겨울",9.7,1.1,"경상북도",41.87
22252,"정상",1066.2,"겨울",9.8,3.5,"전라남도",160.08
22253,"정상",818.5,"겨울",9.7,0,"경상북도",36.99
22254,"정상",633.7,"겨울",9.7,4.9,"충청남도",44.76
22255,"정상",737,"겨울",9.6,-0.6,"경상북도",40.32
22256,"약한가뭄",652.7,"겨울",9.7,4.1,"충청북도",1082.46
22257,"정상",775.1,"겨울",9.8,5.2,"광주광역시",7.27
22258,"약한가뭄",675.7,"겨울",9.6,1.8,"강원도",67.73
22259,"보통습윤",1661,"겨울",9.8,6.2,"경상남도",5.87
22260,"정상",982.8,"여름",12.3,21.1,"경상남도",171.86
22261,"정상",630.8,"여름",12.3,22.5,"대구광역시",19.22
22262,"보통가뭄",511.5,"여름",12.3,18.9,"충청북도",1477.53
22263,"보통습윤",1977.3,"가을",11.3,16.8,"경상남도",6.855
22264,"정상",1294.6,"가을",11.2,17.1,"전라남도",169.09
22265,"약한가뭄",581.6,"가을",11.2,16.3,"충청남도",41.35
22266,"정상",1294.6,"가을",11.2,15.5,"전라남도",169
22267,"정상",985.4,"가을",10.2,0.2,"전라북도",731.11
22268,"정상",983.4,"가을",10.2,3.2,"전라북도",730.44
22269,"정상",1202.3,"가을",10.2,6.7,"전라남도",164.74
22270,"약한가뭄",702.3,"겨울",9.5,2,"강원도",1602.24
22271,"정상",819.2,"겨울",9.7,3.8,"전라북도",37.1
22272,"정상",923.4,"겨울",9.8,4.2,"경상남도",61.63
22273,"정상",618.8,"겨울",9.7,1.9,"경상북도",606.515
22274,"정상",1093.3,"겨울",9.8,3.6,"경상남도",701.48
22275,"약한가뭄",592.4,"겨울",9.6,-0.9,"충청북도",1737.47
22276,"보통가뭄",689.9,"여름",12.3,18,"강원도",71.41
22277,"보통가뭄",537.2,"여름",12.3,20.5,"충청북도",947.87
22278,"보통가뭄",532,"여름",12.2,16.8,"충청북도",1478.18
22279,"정상",673.3,"여름",12.2,18.5,"대구광역시",19.1
22280,"정상",1033.3,"여름",12.2,18.6,"전라남도",127.08
22281,"정상",795.8,"여름",12.2,18.4,"광주광역시",8.15
22282,"약한가뭄",657.1,"가을",11.1,15.6,"충청북도",1167.83
22283,"약한가뭄",581.6,"가을",11.1,16.6,"충청남도",41.23
22284,"정상",1020.4,"가을",11.1,15.5,"경상남도",67.99
22285,"정상",995.8,"가을",11.1,14.2,"경상북도",47.26
22286,"정상",707.4,"가을",11.1,14.5,"경상북도",688.69
22287,"보통습윤",1977.3,"가을",11.1,18.7,"경상남도",6.84
22288,"약한가뭄",657.1,"가을",11.1,17.4,"충청북도",1149.94
22289,"정상",868.3,"가을",11.1,16,"대구광역시",31.4
22290,"정상",722.1,"가을",10.1,10.2,"충청북도",1117.14
22291,"정상",856.6,"가을",10.1,10.3,"경상북도",42.28
22292,"정상",1202.6,"가을",10.2,12.4,"전라남도",164.37
22293,"정상",725.4,"가을",10,12.2,"충청북도",1115.27
22294,"보통습윤",1197,"가을",10.1,15.3,"울산광역시",11.845
22295,"정상",831.4,"가을",10.1,15.1,"광주광역시",7.71
22296,"정상",620.4,"겨울",9.7,1.3,"경상북도",605.57
22297,"약한가뭄",675.5,"겨울",9.6,-2.8,"강원도",67.42
22298,"정상",979.3,"겨울",9.8,2.2,"경상남도",175.74
22299,"정상",775.8,"겨울",9.8,-0.4,"전라북도",272
22300,"정상",808.7,"겨울",9.8,2.1,"전라북도",36.97
22301,"정상",718.9,"겨울",9.7,-0.9,"경상북도",40.36
22302,"정상",578.6,"겨울",9.7,-1.9,"경상북도",603.59
22303,"정상",1029.3,"여름",12.2,17.5,"경상남도",654.35
22304,"정상",1765.6,"여름",12.2,19.1,"경상남도",7.145
22305,"정상",621.4,"여름",12.2,17,"경상북도",525.87
22306,"약한가뭄",734.7,"여름",12.2,18.9,"강원도",1684.49
22307,"정상",995.8,"가을",11,14.8,"경상북도",47.19
22308,"약한가뭄",593.8,"가을",11,14.7,"충청북도",1916.87
22309,"약한가뭄",568.9,"가을",11,18.8,"충청남도",40.99
22310,"정상",896.6,"가을",11,17.5,"경상북도",47.125
22311,"정상",1286.5,"가을",11.1,17.3,"전라남도",168.52
22312,"정상",918.1,"가을",10,12.9,"경상북도",44.65
22313,"정상",1157.1,"겨울",10.1,9,"경상남도",710.65
22314,"정상",857.4,"겨울",10.1,4.4,"전라북도",38.66
22315,"정상",961.6,"겨울",10.1,9.9,"경상남도",64.36
22316,"약한가뭄",643.2,"겨울",10,3.1,"충청북도",1845.5
22317,"약한가뭄",643.2,"겨울",9.9,4.7,"충청북도",1843.15
22318,"정상",725.4,"겨울",10,7.7,"충청북도",1114.02
22319,"정상",1157.1,"겨울",10.1,9.2,"경상남도",709.68
22320,"정상",983.9,"겨울",10,6.1,"전라북도",727.1
22321,"정상",836.6,"겨울",9.7,-0.5,"경상북도",41.19
22322,"정상",750,"겨울",9.8,3.4,"광주광역시",7.18
22323,"정상",701.1,"겨울",9.6,-1.5,"강원도",1587.78
22324,"정상",875.6,"여름",12.1,18.8,"경상남도",68.39
22325,"보통가뭄",607.1,"여름",12.1,19.5,"충청북도",1110.28
22326,"정상",855.1,"여름",12.1,18.7,"전라북도",37.53
22327,"약한가뭄",731,"여름",12.1,18.4,"강원도",1692.04
22328,"보통가뭄",565.7,"여름",12.1,17,"충청북도",1638.23
22329,"정상",795.7,"여름",12,21.8,"광주광역시",8.63
22330,"보통습윤",1242.1,"가을",11,18.1,"울산광역시",14.185
22331,"정상",1285.9,"가을",11,16.9,"전라남도",168.43
22332,"정상",1244.1,"가을",11,17.3,"경상남도",728.31
22333,"정상",1012.4,"가을",11,19,"경상남도",67.62
22334,"약한가뭄",702.6,"가을",10.9,16,"강원도",70.88
22335,"보통가뭄",580.2,"가을",10.9,10.5,"충청북도",1904.07
22336,"약한가뭄",734.4,"겨울",9.9,3.3,"강원도",69.61
22337,"정상",805.1,"겨울",10,7.3,"대구광역시",28.94
22338,"정상",831.1,"겨울",10.1,7.7,"광주광역시",7.67
22339,"약한가뭄",643.2,"겨울",9.9,4.5,"충청북도",1840.79
22340,"정상",848.6,"겨울",10,4.9,"경상북도",41.05
22341,"정상",937.9,"겨울",10,7.1,"경상남도",64.01
22342,"정상",820.6,"겨울",9.8,3.6,"전라북도",705.28
22343,"정상",751.1,"겨울",9.8,-1.1,"경상남도",60.97
22344,"정상",746.3,"겨울",9.8,-5,"전라북도",271.13
22345,"약한가뭄",674.2,"겨울",9.6,-7.2,"강원도",67.01
22346,"정상",819.6,"여름",12,19.8,"경상북도",39.76
22347,"보통가뭄",607.1,"여름",12,21.8,"충청북도",1115.89
22348,"정상",745.5,"여름",12,22.2,"대구광역시",22.16
22349,"정상",804.4,"여름",12,21,"전라북도",227.19
22350,"정상",855.1,"여름",12,22.4,"전라북도",37.53
22351,"정상",1141,"여름",12,21.7,"경상남도",172.7
22352,"보통가뭄",692.1,"여름",11.9,21.6,"강원도",71.68
22353,"정상",1004,"가을",10.9,10.7,"경상남도",67.42
22354,"정상",861.5,"가을",10.9,11,"전라북도",40.01
22355,"정상",779.2,"겨울",9.9,1.9,"경상북도",41.75
22356,"정상",937.9,"겨울",10,5.5,"경상남도",63.76
22357,"정상",799.6,"겨울",9.9,6,"대구광역시",28.69
