"ID","가뭄","누적강수량","계절","가조시간","평균기온","행정구역","저수량"
16705,"보통습윤",2043.6,"가을",11.2,15.3,"경상남도",6.48
16706,"심한습윤",1447.7,"가을",11.2,13.5,"전라북도",38.93
16707,"심한습윤",1797.9,"가을",11.2,9.2,"전라북도",583.27
16708,"심한습윤",1226.2,"가을",10.2,18.4,"경상북도",38.1
16709,"정상",1173.2,"가을",10.1,4.9,"경상북도",110.62
16710,"정상",1037,"가을",10.1,6.8,"충청남도",74.49
16711,"심한습윤",1225.5,"가을",10.1,8.6,"경상북도",38.06
16712,"정상",1066.8,"겨울",9.8,2.5,"울산광역시",7.9325
16713,"정상",1066.5,"겨울",9.8,1.2,"전라남도",108.61
16714,"보통습윤",926,"겨울",9.7,0.6,"경상북도",621.08
16715,"정상",883.4,"겨울",9.7,1.9,"경상북도",33.94
16716,"보통습윤",692.9,"겨울",10.2,8,"경상북도",29.69
16717,"정상",754.1,"겨울",10.2,8,"경상남도",48.88
16718,"심한습윤",1352.7,"겨울",10.2,6.8,"전라북도",485.27
16719,"보통습윤",730.7,"겨울",10.2,8.2,"대구광역시",24.38
16720,"보통습윤",769.3,"겨울",10.2,8.3,"경상북도",30.16
16721,"정상",785.6,"겨울",10.3,9.8,"전라남도",103.39
16722,"정상",608.9,"겨울",10.2,6,"경상북도",581.58
16723,"보통습윤",868.9,"겨울",10.1,4,"충청북도",1344.5
16724,"심한습윤",1775.1,"가을",11.2,15.6,"광주광역시",7.84
16725,"심한습윤",1747.8,"가을",11.1,16.2,"광주광역시",7.82
16726,"정상",1239.4,"가을",10,4.7,"강원도",63.27
16727,"정상",1152.5,"가을",10.2,8.7,"울산광역시",8.85
16728,"정상",1281.2,"가을",10,5.3,"강원도",1811.4
16729,"정상",1295.2,"가을",10.2,10.1,"전라남도",113.72
16730,"정상",1163.2,"가을",10,6.9,"충청북도",1732.64
16731,"보통습윤",1144.7,"겨울",9.6,0.8,"경상북도",96.23
16732,"정상",1230.5,"겨울",9.6,-0.7,"강원도",59.21
16733,"보통습윤",1219.7,"겨울",9.5,-2.8,"강원도",1727.85
16734,"심한습윤",1081.5,"겨울",10.1,3.7,"강원도",1606.99
16735,"정상",610.6,"겨울",10.2,7.4,"대구광역시",24.21
16736,"보통습윤",1004.6,"겨울",10.1,2.7,"강원도",52.93
16737,"정상",739.9,"겨울",10.2,8.1,"충청북도",888.49
16738,"정상",568.2,"겨울",10.3,6.7,"울산광역시",6.185
16739,"보통습윤",2033,"가을",11.1,15.6,"경상남도",6.43
16740,"정상",1282,"가을",11,10.9,"경상북도",112.32
16741,"정상",1517.1,"가을",11.1,14.8,"경상남도",137.61
16742,"심한습윤",1369.7,"겨울",10.1,5.2,"전라북도",36.87
16743,"정상",1153.6,"겨울",10.1,7.8,"울산광역시",8.7375
16744,"정상",972.9,"겨울",10,4.9,"경상북도",37.61
16745,"보통습윤",1036.5,"겨울",10.1,5.6,"대구광역시",30.31
16746,"정상",1032.2,"겨울",9.9,2.2,"전라남도",108.15
16747,"정상",1190.3,"겨울",9.6,-1.2,"강원도",58.82
16748,"심한습윤",1079.6,"겨울",9.7,0.4,"경상북도",33.69
16749,"보통습윤",1103.2,"겨울",9.6,-0.5,"충청북도",1513.8
16750,"보통습윤",874.5,"겨울",9.7,-0.6,"경상북도",33.495
16751,"보통습윤",1213.2,"겨울",9.6,0,"강원도",1724.41
16752,"보통습윤",900.6,"겨울",9.7,2.4,"대구광역시",26.16
16753,"정상",607.2,"겨울",10.3,6.1,"대구광역시",24.19
16754,"정상",678,"겨울",10.3,5.4,"충청남도",59.41
16755,"정상",679.1,"겨울",10.3,5,"경상북도",29.83
16756,"정상",675.2,"겨울",10.3,4.7,"경상북도",29.72
16757,"정상",629.6,"겨울",10.3,4.9,"경상남도",48.28
16758,"심한습윤",1069.6,"겨울",10.2,1.4,"강원도",1595.8
16759,"보통습윤",2033,"가을",11,12.8,"경상남도",6.385
16760,"심한습윤",1259,"가을",10.9,13.2,"경상북도",40.43
16761,"정상",1174.9,"겨울",10,4.2,"경상북도",109.32
16762,"정상",1123.1,"겨울",10,7.8,"경상남도",56.52
16763,"정상",1157.1,"겨울",9.9,3.4,"충청북도",1715.09
16764,"심한습윤",1768.3,"겨울",10,5,"전라북도",548.7
16765,"정상",972.9,"겨울",10,6.9,"경상북도",37.4
16766,"보통습윤",1153.6,"겨울",10,9.2,"울산광역시",8.715
16767,"보통습윤",1131.5,"겨울",9.7,-0.7,"경상북도",94.51
16768,"정상",1039.6,"겨울",9.9,5.3,"전라남도",107.77
16769,"정상",687.5,"겨울",10.4,0.3,"전라남도",102.8
16770,"정상",727.9,"겨울",10.3,-3,"경상북도",85.4
16771,"정상",647.9,"겨울",10.3,-4.5,"경상북도",29.46
16772,"정상",707,"겨울",10.4,-2.3,"경상남도",160.61
16773,"정상",1414.5,"가을",11,11.8,"전라남도",119.83
16774,"정상",1291.8,"가을",10.8,9.1,"강원도",66.04
16775,"심한습윤",1776.3,"가을",10.9,8.2,"전라북도",575.73
16776,"정상",1299.5,"가을",10.8,9.6,"강원도",1928.81
16777,"정상",986.5,"가을",10.9,11.4,"경상북도",41.255
16778,"심한습윤",1776.3,"가을",10.9,9.5,"전라북도",574.58
16779,"보통습윤",1033.6,"가을",10.8,10.9,"경상북도",681.63
16780,"심한습윤",1556.5,"겨울",10,5,"전라북도",293.2
16781,"심한습윤",1693.3,"겨울",10,7.7,"광주광역시",7.58
16782,"보통습윤",1433.8,"겨울",10.1,7.2,"경상남도",152.59
16783,"보통습윤",1454,"겨울",10,3.1,"경상남도",545.26
16784,"심한습윤",1549.5,"겨울",9.8,3.3,"광주광역시",6.92
16785,"심한습윤",1249.6,"겨울",9.8,-6,"전라북도",34.67
16786,"정상",859.9,"겨울",9.8,-5.6,"대구광역시",25.77
16787,"정상",983.2,"겨울",9.9,-3.4,"전라남도",107.39
16788,"심한습윤",1408,"겨울",9.8,-6.3,"전라북도",281.14
16789,"심한습윤",1009.9,"겨울",10.4,1.8,"광주광역시",6.38
16790,"정상",603.9,"겨울",10.4,0,"경상북도",84.69
16791,"정상",635.9,"겨울",10.5,3.1,"경상남도",160.88
16792,"정상",661.1,"겨울",10.5,4.9,"전라남도",102.42
16793,"정상",771.5,"겨울",9.8,-2.6,"경상북도",31.75
16794,"정상",1340.4,"겨울",9.9,0.7,"경상남도",5.52
16795,"정상",886.9,"겨울",9.7,-8,"충청북도",1477.32
16796,"정상",778.2,"겨울",9.8,-3.5,"경상북도",35.905
16797,"정상",972.5,"겨울",9.8,-2.4,"전라북도",40.17
16798,"정상",1340.4,"겨울",9.9,0.3,"경상남도",5.5
16799,"정상",509.6,"겨울",10.5,1.7,"전라남도",99.03
16800,"정상",461.5,"겨울",10.5,0.3,"경상북도",28.22
16801,"정상",464,"겨울",10.5,1.2,"경상남도",46.92
16802,"정상",384.5,"겨울",10.5,-2.5,"경상북도",569.01
16803,"정상",415.2,"겨울",10.5,-0.6,"대구광역시",21.15
16804,"정상",634.6,"겨울",10.5,0.6,"울산광역시",4.825
16805,"정상",845.8,"겨울",10.6,1.7,"경상남도",4.92
16806,"정상",278.7,"봄",11.7,5.2,"충청남도",36.45
16807,"약한가뭄",184.8,"봄",11.7,9.4,"울산광역시",3.685
16808,"약한가뭄",212.6,"봄",11.8,5.3,"전라북도",432.28
16809,"약한가뭄",144.8,"봄",11.7,8.2,"경상북도",522.26
16810,"정상",651.6,"가을",9.9,5.7,"대구광역시",26.43
16811,"정상",852.9,"가을",10,7.6,"경상남도",54.54
16812,"정상",1056.9,"가을",10,8.7,"전라북도",40.52
16813,"정상",718.3,"겨울",9.9,0.9,"충청북도",1049.27
16814,"정상",1054.7,"겨울",9.9,1.7,"전라북도",40.75
16815,"정상",815.5,"겨울",9.9,2.2,"경상북도",35.06
16816,"정상",972.5,"겨울",9.8,-0.6,"전라북도",40.09
16817,"정상",534.3,"겨울",9.7,-2.7,"경상북도",611.395
16818,"정상",843.1,"겨울",9.8,-4.5,"전라북도",513
16819,"정상",835.6,"겨울",9.9,0.1,"경상남도",174.61
16820,"정상",634.6,"겨울",10.6,-2,"울산광역시",4.7725
16821,"정상",490.4,"겨울",10.6,-3.3,"경상북도",31.265
16822,"정상",634.6,"겨울",10.6,-0.5,"울산광역시",4.72
16823,"정상",1021.7,"가을",10.8,14.5,"울산광역시",8.3325
16824,"정상",701.7,"가을",10.7,11.3,"경상북도",681.745
16825,"정상",697.5,"가을",10.7,14.3,"대구광역시",29.3
16826,"정상",920.3,"가을",10.7,8.4,"전라북도",294.92
16827,"정상",902.2,"가을",10.7,11.1,"경상남도",57.48
16828,"정상",908.2,"겨울",9.8,-0.2,"경상북도",89.68
16829,"정상",806.8,"겨울",9.9,1.3,"경상북도",39.845
16830,"정상",943.5,"겨울",9.9,1.7,"전라북도",305.58
16831,"정상",1601.5,"겨울",10,4.5,"경상남도",6.005
16832,"정상",994.1,"겨울",10,1.4,"경상남도",161.91
16833,"보통가뭄",616.2,"겨울",9.7,1.5,"강원도",1864.81
16834,"정상",994.1,"겨울",10,6.3,"경상남도",163.21
16835,"정상",1068.6,"겨울",10,5.4,"전라남도",109.38
16836,"정상",918.8,"겨울",9.9,1,"전라북도",307.74
16837,"정상",752.5,"겨울",9.8,0.3,"경상남도",50.96
16838,"정상",729.8,"겨울",9.8,-0.5,"경상북도",35.29
16839,"정상",914.1,"겨울",9.9,2.2,"전라남도",103.99
16840,"정상",738.6,"겨울",9.8,-0.4,"경상북도",31.2
16841,"정상",492.9,"겨울",9.8,-2.3,"경상북도",608.515
16842,"정상",852.3,"겨울",9.8,0,"전라북도",39.98
16843,"정상",484,"겨울",10.7,1.8,"광주광역시",6.71
16844,"정상",633.5,"겨울",10.7,2.7,"울산광역시",4.6
16845,"정상",453.7,"겨울",10.7,3,"경상남도",46.08
16846,"정상",424.7,"겨울",10.7,1.6,"경상남도",359.25
16847,"정상",687.4,"겨울",10.7,1.1,"전라북도",38.46
16848,"정상",479,"겨울",10.7,3.3,"광주광역시",6.69
16849,"정상",1007,"가을",10.6,10.1,"경상북도",96.89
16850,"정상",879.8,"가을",10.7,12.2,"경상북도",38
16851,"정상",1136.9,"가을",10.6,9.7,"충청북도",1686.8
16852,"정상",891.6,"가을",10.7,9.8,"경상남도",431.82
16853,"정상",1012.7,"가을",10.7,13.5,"울산광역시",8.2625
16854,"정상",812.7,"가을",10.6,13.2,"충청남도",47.6
16855,"정상",920.1,"가을",10.6,9.6,"전라북도",294.16
16856,"정상",1053.2,"겨울",10,5.6,"전라남도",109.3
16857,"정상",632.2,"겨울",9.9,4.2,"대구광역시",26.12
16858,"정상",794.2,"겨울",9.8,1.9,"경상북도",34.67
16859,"보통가뭄",445.8,"겨울",9.7,-4.1,"강원도",1781.07
16860,"정상",1120.9,"겨울",9.9,5.3,"경상남도",5.415
16861,"정상",725.1,"겨울",9.8,-1.3,"충청남도",44.88
16862,"정상",800,"겨울",9.9,0.8,"전라북도",39.9
16863,"정상",320.8,"겨울",10.6,-0.7,"강원도",1622.27
16864,"정상",438.7,"겨울",10.7,2.7,"경상북도",27.51
16865,"정상",451.9,"겨울",10.8,2.7,"경상남도",45.81
16866,"정상",691.1,"가을",10.6,9.9,"경상북도",678.765
16867,"정상",964.2,"가을",10.6,13.7,"광주광역시",7.98
16868,"정상",1101,"가을",10.7,12.2,"전라남도",113.25
16869,"정상",866,"가을",10.6,11.5,"경상북도",37.67
16870,"정상",676.6,"가을",10.5,12.1,"경상북도",676.685
16871,"정상",994.2,"가을",10.6,15.1,"울산광역시",8.1875
16872,"정상",864.5,"가을",10.5,11.8,"경상북도",37.55
16873,"보통가뭄",521.1,"겨울",9.7,1,"강원도",56.52
16874,"정상",923.5,"겨울",9.9,9,"울산광역시",7.345
16875,"정상",835.3,"겨울",9.9,7.9,"경상남도",54.15
16876,"정상",966.1,"겨울",9.8,2,"전라북도",538.47
16877,"정상",635.1,"겨울",9.9,-0.5,"경상북도",34.9
16878,"정상",677.2,"겨울",9.9,0.3,"전라북도",297.23
16879,"정상",616.6,"겨울",9.8,1.3,"경상북도",77.88
16880,"정상",895.5,"겨울",10,3.5,"경상남도",5.365
16881,"정상",546.6,"겨울",9.9,1.9,"경상북도",30.8
16882,"정상",462.7,"겨울",9.9,3,"대구광역시",22.65
16883,"정상",554,"겨울",10,1.9,"경상남도",174.56
16884,"정상",794.2,"겨울",9.9,1.2,"전라북도",39.82
16885,"정상",675.2,"겨울",9.9,-0.1,"전라북도",296.84
16886,"보통습윤",687.4,"겨울",10.8,3.3,"전라북도",38.3
16887,"정상",313.3,"겨울",10.7,2.2,"강원도",1608.86
16888,"정상",573.8,"겨울",10.8,6.4,"울산광역시",4.34
16889,"정상",308.3,"겨울",10.7,1.5,"강원도",44.53
16890,"정상",504.1,"겨울",10.8,2.3,"충청북도",1244.05
16891,"정상",822.9,"겨울",10.9,8.7,"경상남도",4.725
16892,"정상",1015.2,"가을",10.6,13.6,"전라북도",40.41
16893,"정상",1632.3,"가을",10.6,16.3,"경상남도",6.325
16894,"보통가뭄",648.1,"가을",10.4,10.8,"강원도",57.97
16895,"정상",981.2,"가을",10.5,11.8,"경상북도",95.52
16896,"정상",908.5,"가을",10.5,12.7,"전라북도",293.39
16897,"정상",793.1,"겨울",9.8,4.9,"경상북도",34.35
16898,"정상",988.9,"겨울",9.7,2,"충청북도",1581.29
16899,"정상",971.5,"겨울",9.9,4.9,"경상남도",167.76
16900,"정상",1040.3,"겨울",9.8,7,"전라북도",41.05
16901,"정상",802.2,"겨울",9.8,5.1,"경상남도",415.62
16902,"정상",793.1,"겨울",9.8,4.8,"경상북도",34.25
16903,"정상",410,"겨울",9.9,-5.9,"경상북도",599.265
16904,"정상",494.9,"겨울",10.9,2.4,"전라북도",280.95
16905,"정상",470,"겨울",10.9,5.7,"경상북도",30.115
16906,"정상",314,"겨울",10.8,-3.4,"강원도",1599.62
16907,"정상",461.6,"겨울",10.9,-0.5,"광주광역시",6.58
16908,"정상",1043.6,"가을",10.5,9.7,"전라북도",40.45
16909,"정상",1120.9,"가을",10.5,8.3,"전라남도",112.7
16910,"정상",693.6,"가을",10.4,6.9,"경상북도",674.405
16911,"정상",1035.5,"가을",10.5,9.1,"경상남도",174.15
16912,"정상",864.5,"가을",10.4,7.6,"경상북도",42.27
16913,"정상",971.5,"겨울",9.9,6.6,"경상남도",168.92
16914,"정상",989.2,"겨울",9.7,5,"충청북도",1574.35
16915,"정상",904.8,"겨울",9.9,8.6,"광주광역시",7.74
16916,"보통가뭄",594.5,"겨울",9.6,4.4,"강원도",1852.39
16917,"정상",888.8,"겨울",9.8,3.8,"전라북도",309.91
16918,"정상",672.4,"겨울",10,-1.9,"울산광역시",5.4225
16919,"보통가뭄",388.2,"겨울",9.8,-8.5,"강원도",50.7
16920,"정상",671.7,"겨울",10,-5.4,"전라북도",295.5
16921,"정상",564.8,"겨울",9.9,-5.7,"경상북도",76.54
16922,"정상",629.8,"겨울",9.9,-7.8,"충청북도",1408.19
16923,"정상",530.4,"겨울",10,-3.3,"경상남도",384.82
16924,"정상",314,"겨울",10.8,-7.2,"강원도",1595.06
16925,"정상",354.8,"겨울",10.9,-5.8,"경상북도",551.655
16926,"정상",809.4,"겨울",11,-2.5,"경상남도",4.635
16927,"정상",354.8,"겨울",11,-3.5,"경상북도",548.895
16928,"보통습윤",667.8,"겨울",11,-0.8,"전라북도",38.05
16929,"정상",1040.9,"가을",10.4,5,"전라북도",551.51
16930,"정상",877.4,"겨울",9.8,6.3,"광주광역시",7.73
16931,"정상",938.4,"겨울",9.8,0.4,"경상남도",170.28
16932,"정상",810.7,"겨울",9.8,0.8,"경상남도",53.51
16933,"약한가뭄",682.4,"겨울",9.7,2.9,"충청북도",1040.19
16934,"정상",795.2,"겨울",10,-2.1,"전라북도",39.63
16935,"정상",520.6,"겨울",10,-2.8,"경상북도",30.26
16936,"보통가뭄",407,"겨울",9.8,-4.5,"강원도",1741.32
16937,"정상",629.8,"겨울",9.9,-2.6,"충청북도",1403.34
16938,"정상",524.6,"겨울",9.9,-0.1,"충청북도",995.48
16939,"정상",518.6,"겨울",10,-1.5,"경상북도",34.245
16940,"정상",530.4,"겨울",10,0,"경상남도",383.85
16941,"정상",689.6,"겨울",10,1.5,"충청남도",43.82
16942,"정상",447.6,"겨울",10,1.9,"대구광역시",22.26
16943,"보통가뭄",376.8,"겨울",9.9,-1.3,"강원도",50.05
16944,"정상",689.6,"겨울",10,0.3,"충청남도",43.7
16945,"정상",672,"겨울",10,-0.8,"전라북도",294.16
16946,"정상",449,"겨울",11,-0.7,"충청북도",946.5
16947,"정상",622.9,"겨울",11,-1,"충청남도",39.16
16948,"정상",403.5,"겨울",11,1.7,"경상북도",26.82
16949,"정상",314,"겨울",11,-1.1,"강원도",1581.26
16950,"정상",559.7,"겨울",11,-0.8,"전라북도",457.02
16951,"정상",449,"겨울",11,0,"충청북도",944.56
16952,"정상",707.3,"가을",10.4,7.8,"대구광역시",28.25
16953,"정상",1134.2,"가을",10.2,8.2,"충청북도",1658.07
16954,"정상",883.2,"가을",10.3,8.5,"경상북도",36.82
16955,"정상",877.4,"겨울",9.8,7.5,"광주광역시",7.69
16956,"정상",946.5,"겨울",9.8,5.1,"전라북도",532.86
16957,"정상",912.8,"겨울",9.8,5.1,"경상남도",171.61
16958,"정상",586.8,"겨울",9.9,-1.2,"충청북도",1398.07
16959,"정상",564.5,"겨울",9.9,0.2,"경상북도",75.49
16960,"정상",537.8,"겨울",10.1,-1.6,"경상남도",173.73
16961,"정상",564.5,"겨울",10,-4.1,"경상북도",75.08
16962,"정상",526.9,"겨울",10.1,1,"전라남도",101.88
16963,"정상",624.2,"겨울",10.1,0.4,"광주광역시",7.13
16964,"정상",894.3,"겨울",10.1,1.3,"경상남도",5.23
16965,"보통가뭄",377.1,"겨울",9.9,-7,"강원도",49.84
16966,"정상",447.6,"겨울",10.1,-2.5,"대구광역시",22.12
16967,"정상",641.5,"겨울",10.1,-7.3,"전라북도",494.93
16968,"정상",477.5,"겨울",10.1,-1.9,"경상남도",49.13
16969,"정상",537.6,"겨울",10.1,-2.2,"경상남도",173.51
16970,"약한가뭄",291.3,"겨울",11.1,-1.7,"전라남도",95.93
16971,"정상",479,"겨울",11.1,-2.4,"전라북도",277.62
16972,"정상",353.9,"겨울",11.1,-1.8,"경상북도",544.795
16973,"정상",431.2,"겨울",11.1,-0.1,"경상남도",164.28
16974,"보통습윤",656.8,"겨울",11.1,0.7,"전라북도",37.9
16975,"정상",305.9,"겨울",11,-4.4,"강원도",43.04
16976,"정상",422.5,"겨울",11.1,0.8,"경상남도",44.4
16977,"정상",452.9,"겨울",11.2,-2.2,"전라북도",277.07
16978,"정상",515.4,"겨울",11.2,-3.7,"전라북도",453.04
16979,"정상",988.9,"가을",10.2,8.2,"경상북도",93.87
16980,"약한가뭄",711.5,"가을",10.1,5.8,"강원도",1894
16981,"정상",985.8,"가을",10.3,10.6,"광주광역시",7.93
16982,"정상",893.8,"가을",10.3,9,"경상남도",56.09
16983,"정상",784.8,"가을",10.2,9.1,"충청북도",1065.11
16984,"정상",880.6,"가을",10.2,8.5,"경상북도",36.62
16985,"정상",983.7,"가을",10.3,10.6,"울산광역시",8.0275
16986,"약한가뭄",546.8,"겨울",9.7,4.5,"경상북도",634.565
16987,"정상",928.1,"겨울",9.8,-3.2,"전라북도",530.94
16988,"정상",777.4,"겨울",9.7,-2.7,"충청남도",48.27
16989,"정상",859.3,"겨울",9.8,-2.3,"광주광역시",7.65
16990,"보통가뭄",378.6,"겨울",9.9,-7.7,"강원도",49.45
16991,"정상",893,"겨울",10.2,0.2,"경상남도",5.18
16992,"보통가뭄",369.9,"겨울",10,-7.5,"강원도",1719.01
16993,"정상",647.3,"겨울",10.1,-4.1,"충청남도",43.18
16994,"약한가뭄",237.3,"겨울",11.2,0.4,"전라남도",95.55
16995,"약한가뭄",358.5,"겨울",11.2,-0.1,"경상남도",163.27
16996,"정상",368,"겨울",11.2,-0.7,"경상남도",344.46
16997,"정상",284,"겨울",11.1,-6.8,"강원도",1562.96
16998,"정상",321.8,"겨울",11.2,0.1,"경상북도",26.39
16999,"정상",496.5,"겨울",11.2,-1.5,"충청남도",38.28
17000,"정상",1007,"가을",10.3,7.2,"경상남도",178.15
17001,"정상",922.7,"가을",10.2,5.5,"경상북도",93.37
17002,"정상",1065.1,"가을",10.1,9.5,"충청북도",1645.24
17003,"정상",860.6,"가을",10.2,8.9,"경상남도",55.84
17004,"정상",1558.7,"가을",10.3,11,"경상남도",6.155
17005,"약한가뭄",640.5,"가을",10,13.1,"강원도",1888.25
17006,"보통가뭄",512.3,"겨울",9.6,-7.6,"강원도",55.28
17007,"정상",770.6,"겨울",9.7,3.8,"충청남도",48.12
17008,"정상",968.1,"겨울",9.7,3.5,"전라북도",40.67
17009,"정상",682.5,"겨울",9.7,1,"충청북도",1033.98
17010,"정상",682.5,"겨울",9.7,6.1,"충청북도",1032.54
17011,"정상",526.6,"겨울",10.2,-1.3,"전라남도",101.36
17012,"정상",617.9,"겨울",10.2,-3.2,"전라북도",292.06
17013,"정상",893,"겨울",10.2,1.1,"경상남도",5.165
17014,"정상",520.8,"겨울",10.1,-1.7,"충청북도",988.44
17015,"정상",754.6,"겨울",10.2,-1.3,"전라북도",39.31
17016,"정상",528,"겨울",10.2,1,"경상남도",377.13
17017,"정상",351.7,"겨울",11.3,3.2,"전라북도",447.93
17018,"정상",227.3,"겨울",11.3,6.8,"대구광역시",19.84
17019,"정상",389.3,"겨울",11.3,5.7,"충청북도",1166.66
17020,"정상",287.5,"겨울",11.3,6.3,"경상북도",28.575
17021,"정상",1065,"가을",10.1,11.7,"충청북도",1642.4
17022,"정상",928.6,"가을",10.2,7.7,"전라북도",298.19
17023,"정상",1036.9,"가을",10.2,12,"전라북도",40.46
17024,"정상",982.8,"가을",10.2,6.8,"전라북도",546.6
17025,"정상",1036.9,"가을",10.2,9.8,"전라북도",40.43
17026,"정상",912.9,"가을",10.1,7.8,"경상북도",92.51
17027,"정상",741.4,"가을",10.1,11.5,"충청북도",1060.83
17028,"정상",1003.5,"가을",10.2,8.8,"경상남도",179.9
17029,"정상",962.2,"가을",10.2,14,"울산광역시",7.9225
17030,"정상",834.3,"가을",10.1,10.1,"경상남도",424.79
